Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Port Adelaide Games (W-D-L W%),Port Adelaide Goals (Ave.)
41,"Ah Chee, Brendon",22y 229d,22 (13-0-9 59.09%),10 (0.45),←,
15,"Amon, Karl",20y 353d,19 (10-0-9 52.63%),14 (0.74),←,
25,"Austin, Logan",21y 29d,9 (4-0-5 44.44%),,←,
1,"Boak, Travis",28y 5d,196 (90-1-105 46.17%),121 (0.62),←,
5,"Broadbent, Matthew",26y 5d,143 (63-1-79 44.41%),48 (0.34),←,
11,"Butcher, John",25y 34d,31 (14-0-17 45.16%),41 (1.32),←,
33,"Byrne-Jones, Darcy",20y 321d,17 (8-0-9 47.06%),3 (0.18),←,
17,"Clurey, Tom",22y 136d,15 (9-0-6 60.00%),,←,
22,"Dixon, Charlie",25y 318d,82 (27-1-54 33.54%),124 (1.51),17 (8-0-9 47.06%),30 (1.76)
7,"Ebert, Brad",26y 126d,187 (82-1-104 44.12%),102 (0.55),111 (54-1-56 49.10%),69 (0.62)
9,"Gray, Robbie",28y 129d,152 (69-0-83 45.39%),205 (1.35),←,
46,"Gray, Sam",24y 187d,31 (19-0-12 61.29%),12 (0.39),←,
24,"Impey, Jarman",21y 28d,52 (28-0-24 53.85%),18 (0.35),←,
48,"Krakouer, Nathan",28y 93d,79 (36-0-43 45.57%),23 (0.29),66 (35-0-31 53.03%),15 (0.23)
29,"Pittard, Jasper",25y 127d,95 (50-0-45 52.63%),11 (0.12),←,
21,"Polec, Jared",23y 299d,59 (33-0-26 55.93%),32 (0.54),43 (26-0-17 60.47%),23 (0.53)
14,"Stewart, Paul",29y 27d,101 (42-0-59 41.58%),33 (0.33),←,
12,"Trengove, Jackson",25y 278d,131 (54-1-76 41.60%),13 (0.10),←,
39,"Westhoff, Justin",29y 310d,200 (91-1-108 45.75%),251 (1.25),←,
16,"Wines, Ollie",21y 304d,81 (44-0-37 54.32%),36 (0.44),←,
20,"Wingard, Chad",23y 8d,106 (52-1-53 49.53%),185 (1.75),←,
40,"Young, Aaron",23y 244d,60 (29-1-30 49.17%),45 (0.75),←,
Totals,Totals,24y 263d,1868 (867-8-993 46.41%),1327 (0.71),,
C,"Hinkley, Ken",49y 311d,89 (50-0-39 56.18%),,←,
