Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
39,"Abbott, Paul",13,5,8,21,,,8.0,3.0,,,,,3.0,1.0,,,,,,,,,
14,"Armstrong, Matt",5,1,5,10,1,,,3.0,,,,,,,,,,,,,,,
32,"Baldwin, Jason",18,2,9,27,,2.0,,1.0,,,,,4.0,1.0,1.0,,,,,,,,
17,"Broderick, Paul",19,3,6,25,3,,,1.0,,,,,3.0,2.0,,,,,,,,,
40,"Bunn, Mark",10,,4,14,,,,4.0,,,,,2.0,,,,,,,,,,
22,"Caven, Peter",9,5,3,12,,,,1.0,,,,,3.0,1.0,,,,,,,,,
2,"Dundas, Matthew",10,1,5,15,,,,5.0,,,,,1.0,2.0,,,,,,,,,
27,"Fleming, Dale",5,,2,7,1,,,1.0,,,,,,,,,,,,,,,
7,"Gale, Michael",6,3,15,21,1,,,1.0,,,,,1.0,4.0,,,,,,,,,
6,"Guard, Jeremy",7,2,7,14,,,,1.0,,,,,,3.0,,,,,,,,,
11,"Lynch, Alastair",17,4,3,20,2,1.0,7.0,1.0,,,,,3.0,5.0,2.0,,,,,,,,
5,"McCormack, Brendan",13,3,9,22,1,,,3.0,,,,,3.0,1.0,,,,,,,,,
21,"Morrish, Paul",1,1,3,4,,,,2.0,,,,,2.0,,,,,,,,,,
44,"Osborne, Richard",9,3,4,13,4,3.0,,1.0,,,,,,3.0,,,,,,,,,
1,"Roos, Paul",23,9,8,31,,1.0,,1.0,,,,,1.0,2.0,,,,,,,,,
9,"Sartori, Peter",,,2,2,,,1.0,,,,,,,,,,,,,,,,
3,"Seecamp, Marcus",6,5,7,13,,,1.0,1.0,,,,,2.0,2.0,,,,,,,,,
33,"Stephens, Brett",17,6,11,28,5,2.0,,1.0,,,,,4.0,1.0,3.0,,,,,,,,
12,"Wheildon, Darren",6,3,5,11,1,1.0,,,,,,,2.0,5.0,,,,,,,,,
8,"Wynd, Jim",10,3,8,18,1,,1.0,,,,,,1.0,2.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,204,59,124,328,20,13.0,18.0,31.0,,,,,35.0,35.0,6.0,,,,,,,,
Opposition,Opposition,206,64,128,334,14,14.0,8.0,25.0,,,,,35.0,35.0,,,,,,,,,
