Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
7,"Adcock, Jed",21y 141d,34 (15-0-19 44.12%),7 (0.21),←,
42,"Allan, Marcus",20y 317d,2 (1-0-1 50.00%),,←,
46,"Begley, Colm",20y 217d,4 (2-0-2 50.00%),,←,
20,"Black, Simon",28y 2d,193 (123-1-69 63.99%),126 (0.65),←,
17,"Brennan, Jared",22y 251d,40 (22-0-18 55.00%),23 (0.57),←,
16,"Brown, Jonathan",25y 158d,119 (85-0-34 71.43%),197 (1.66),←,
30,"Copeland, Robert",25y 314d,111 (71-0-40 63.96%),20 (0.18),←,
4,"Fixter, Ben",25y 286d,48 (22-0-26 45.83%),10 (0.21),21 (8-0-13 38.10%),2 (0.10)
5,"Harding, Scott",20y 290d,16 (7-0-9 43.75%),2 (0.13),←,
2,"Johnson, Chris",30y 310d,254 (125-3-126 49.80%),162 (0.64),195 (118-3-74 61.28%),95 (0.49)
43,"McDonald, Beau",27y 153d,85 (56-1-28 66.47%),19 (0.22),←,
9,"McGrath, Ashley",23y 320d,85 (50-1-34 59.41%),78 (0.92),←,
21,"Merrett, Daniel",22y 114d,26 (11-0-15 42.31%),16 (0.62),←,
25,"Mills, Wayde",19y 219d,5 (2-0-3 40.00%),,←,
10,"Moody, Matthew",21y 194d,27 (10-0-17 37.04%),14 (0.52),←,
8,"Notting, Tim",28y 166d,158 (99-1-58 62.97%),112 (0.71),←,
24,"Patfull, Joel",22y 119d,17 (7-0-10 41.18%),5 (0.29),←,
6,"Power, Luke",27y 87d,178 (110-1-67 62.08%),176 (0.99),←,
35,"Rischitelli, Michael",21y 87d,24 (11-0-13 45.83%),13 (0.54),←,
11,"Sherman, Justin",20y 69d,43 (18-0-25 41.86%),34 (0.79),←,
32,"Stiller, Cheynee",20y 337d,15 (5-0-10 33.33%),6 (0.40),←,
31,"Wood, Cameron",20y 32d,10 (3-0-7 30.00%),,←,
Totals,Totals,23y 190d,1494 (855-8-631 57.23%),1020 (0.68),,
C,"Matthews, Leigh",55y 35d,419 (250-6-163 60.38%),,195 (125-1-69 64.36%),
