Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
9,"Ainsworth, Ben",19,11,4,23,1,2.0,,,2.0,9.0,2.0,1.0,1.0,,2.0,6.0,18.0,2.0,1.0,1.0,,2.0,79.0
15,"Anderson, Noah",13,3,10,23,1,,,1.0,2.0,5.0,5.0,1.0,2.0,,,9.0,14.0,,,1.0,1.0,,76.0
10,"Ballard, Charlie",11,5,1,12,,,,,5.0,1.0,,,,,,3.0,11.0,1.0,,3.0,,,95.0
3,"Bowes, Jack",7,3,8,15,,,,2.0,2.0,1.0,2.0,1.0,1.0,1.0,,5.0,9.0,,,1.0,1.0,,78.0
35,"Budarick, Connor",6,3,3,9,,,,2.0,1.0,1.0,,1.0,,,,3.0,6.0,,,2.0,,,84.0
25,"Collins, Sam",4,5,6,10,,,,,1.0,,,1.0,,1.0,,3.0,7.0,,,4.0,,,95.0
19,"Corbett, Josh",10,8,2,12,,3.0,,4.0,,3.0,,3.0,,2.0,,5.0,8.0,2.0,3.0,1.0,,2.0,82.0
12,"Day, Sam",6,5,7,13,2,2.0,,,,1.0,1.0,2.0,,1.0,,6.0,6.0,3.0,3.0,1.0,,,80.0
4,"Ellis, Brandon",10,1,6,16,1,,,1.0,2.0,4.0,1.0,7.0,1.0,3.0,,5.0,10.0,,,2.0,,,87.0
26,"Flanders, Sam",3,,1,4,,1.0,,1.0,,1.0,1.0,1.0,,1.0,,2.0,2.0,,,1.0,,1.0,72.0
46,"Graham, Caleb",1,1,3,4,,,,,,,,,,,,,4.0,,,6.0,,,86.0
21,"Greenwood, Hugh",13,1,10,23,,,,6.0,2.0,1.0,7.0,3.0,3.0,,3.0,16.0,7.0,,,2.0,,1.0,72.0
34,"King, Ben",9,6,2,11,2,4.0,,1.0,,2.0,,3.0,1.0,1.0,,7.0,4.0,3.0,4.0,,2.0,,94.0
13,"Lukosius, Jack",10,4,3,13,,,,1.0,3.0,1.0,,2.0,,,,5.0,7.0,1.0,,1.0,,,72.0
44,"Macpherson, Darcy",5,1,2,7,,,,3.0,,1.0,1.0,3.0,,1.0,,3.0,5.0,,,,,,66.0
11,"Miller, Touk",11,5,12,23,,,,2.0,3.0,2.0,5.0,1.0,2.0,,,10.0,13.0,,,1.0,,,86.0
27,"Powell, Wil",6,3,5,11,,,,4.0,3.0,1.0,,,1.0,,,4.0,7.0,,,1.0,,,91.0
22,"Rankine, Izak",9,3,4,13,1,1.0,,1.0,,3.0,,1.0,3.0,1.0,,11.0,4.0,,2.0,1.0,,1.0,82.0
6,"Sexton, Alex",6,3,1,7,4,,,,,,,,1.0,,1.0,3.0,4.0,,1.0,,,1.0,79.0
24,"Swallow, David",10,5,10,20,,1.0,,2.0,1.0,3.0,4.0,4.0,,2.0,,11.0,10.0,,1.0,4.0,,,75.0
14,"Weller, Lachie",11,2,9,20,,1.0,,1.0,4.0,5.0,4.0,2.0,1.0,1.0,,7.0,14.0,,,1.0,5.0,,85.0
28,"Witts, Jarrod",9,2,7,16,,,25.0,1.0,2.0,,4.0,4.0,2.0,1.0,,7.0,8.0,,,2.0,,,85.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,189,80,116,305,12,19.0,25.0,33.0,33.0,45.0,37.0,41.0,19.0,16.0,6.0,131.0,178.0,12.0,15.0,36.0,9.0,8.0,
Opposition,Opposition,167,71,106,273,4,4.0,23.0,31.0,33.0,37.0,21.0,56.0,16.0,19.0,,113.0,148.0,15.0,4.0,35.0,5.0,3.0,
