Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
31,"Alvin, Tom",31y 129d,194 (114-2-78 59.28%),81 (0.42),←,
21,"Bradley, Craig",29y 309d,177 (105-2-70 59.89%),133 (0.75),←,
20,"Brown, Fraser",23y 10d,63 (32-1-30 51.59%),35 (0.56),←,
39,"Christou, Ang",21y 224d,21 (14-1-6 69.05%),6 (0.29),←,
34,"De Iulio, Ron",21y 135d,29 (19-0-10 65.52%),45 (1.55),←,
13,"Hanna, Mil",27y 145d,125 (66-2-57 53.60%),49 (0.39),←,
17,"Heaver, Brent",22y 74d,34 (23-1-10 69.12%),59 (1.74),22 (14-1-7 65.91%),47 (2.14)
33,"Hogg, Matthew",24y 250d,92 (45-3-44 50.54%),14 (0.15),33 (21-1-11 65.15%),10 (0.30)
4,"Kernahan, Stephen",29y 361d,173 (103-2-68 60.12%),498 (2.88),←,
44,"Madden, Justin",32y 89d,259 (158-2-99 61.39%),160 (0.62),214 (128-2-84 60.28%),140 (0.65)
30,"McCormack, Paul",23y 169d,12 (9-0-3 75.00%),2 (0.17),←,
5,"McKay, Andrew",23y 45d,20 (13-1-6 67.50%),6 (0.30),←,
22,"Powell, Tim",25y 136d,71 (23-0-48 32.39%),48 (0.68),7 (5-0-2 71.43%),8 (1.14)
7,"Ratten, Brett",22y 48d,58 (32-0-26 55.17%),8 (0.14),←,
14,"Sexton, Michael",22y 176d,55 (30-1-24 55.45%),5 (0.09),←,
9,"Sholl, Brett",21y 355d,28 (18-1-9 66.07%),8 (0.29),←,
1,"Silvagni, Stephen",26y 89d,137 (86-1-50 63.14%),110 (0.80),←,
11,"Spalding, Earl",28y 170d,149 (96-1-52 64.77%),105 (0.70),40 (26-1-13 66.25%),42 (1.05)
38,"Welsh, Rohan",22y 325d,27 (16-1-10 61.11%),48 (1.78),←,
2,"Williams, Greg",29y 332d,177 (99-1-77 56.21%),150 (0.85),36 (23-1-12 65.28%),22 (0.61)
Totals,Totals,25y 179d,1901 (1101-23-777 57.92%),1570 (0.83),,
C,"Parkin, David",50y 350d,347 (201-2-144 58.21%),,184 (114-2-68 62.50%),
