Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
49,"Betheras, Rupert",7,2,11,18,,,,2.0,1.0,3.0,3.0,,,1.0,,8.0,11.0,,,3.0,,,
5,"Buckley, Nathan",18,2,11,29,1,1.0,,4.0,,6.0,8.0,,,2.0,1.0,13.0,17.0,,,1.0,2.0,,
28,"Crosisca, Gavin",5,1,6,11,,,,,2.0,3.0,2.0,,,1.0,,4.0,7.0,1.0,,1.0,1.0,,
9,"Freeborn, Glenn",3,,2,5,1,1.0,,,,,1.0,,1.0,,,5.0,,,,1.0,,,
38,"Jacotine, Craig",12,6,6,18,,,,1.0,5.0,1.0,,1.0,,,,8.0,11.0,2.0,,,,,
30,"Kinnear, Ben",6,4,3,9,1,,1.0,,,4.0,,2.0,,2.0,,3.0,6.0,1.0,1.0,,,,
33,"Lane, Tyson",18,8,7,25,,2.0,,,4.0,6.0,2.0,1.0,,,,6.0,18.0,,,,,,
32,"Licuria, Paul",16,4,12,28,,,,1.0,3.0,5.0,6.0,2.0,,3.0,,17.0,13.0,1.0,,2.0,1.0,,
24,"Lockyer, Tarkyn",11,2,5,16,,,,,,1.0,1.0,4.0,,,,3.0,13.0,,,1.0,,,
48,"Michael, Mal",4,5,12,16,1,,2.0,1.0,,5.0,,2.0,,,,8.0,9.0,1.0,1.0,1.0,,,
1,"Monkhorst, Damian",1,2,9,10,,,17.0,,1.0,,2.0,1.0,,1.0,,5.0,5.0,,,,,,
2,"Orchard, Mark",13,4,8,21,,,,2.0,3.0,3.0,2.0,2.0,2.0,,,7.0,13.0,1.0,,1.0,,,
6,"Patterson, Stephen",5,2,7,12,1,1.0,,,,2.0,2.0,3.0,1.0,,,7.0,6.0,,1.0,,,,
35,"Prestigiacomo, Simon",6,1,2,8,,,,1.0,3.0,,,,2.0,,,3.0,4.0,,,1.0,,,
46,"Raso, Frankie",,,2,2,,,,,,,,,,,,,2.0,,,,,,
3,"Richardson, Mark",9,1,,9,2,1.0,2.0,,1.0,3.0,2.0,1.0,1.0,,,5.0,5.0,,,,,,
23,"Rocca, Anthony",9,5,1,10,3,2.0,5.0,,,3.0,1.0,1.0,,,,6.0,4.0,2.0,4.0,,,,
12,"Schauble, Andrew",7,5,4,11,,,1.0,1.0,3.0,1.0,,2.0,1.0,1.0,,3.0,8.0,,,2.0,1.0,,
44,"Scotland, Heath",5,1,4,9,,,,,1.0,1.0,,1.0,,,,4.0,6.0,,,,,,
13,"Tape, Jamie",8,5,7,15,,,,1.0,3.0,,,,2.0,1.0,,5.0,10.0,,,3.0,,,
21,"Tuckey, Brent",,1,4,4,,,3.0,,,,,,,,,3.0,1.0,,,,,,
10,"Williams, Paul",10,,6,16,,1.0,,1.0,2.0,5.0,,,2.0,1.0,,5.0,11.0,,,,3.0,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,173,61,129,302,10,12.0,31.0,15.0,32.0,52.0,32.0,23.0,12.0,13.0,1.0,128.0,180.0,9.0,7.0,17.0,8.0,,
Opposition,Opposition,241,116,141,382,16,12.0,22.0,30.0,41.0,55.0,38.0,25.0,13.0,12.0,5.0,120.0,259.0,12.0,13.0,30.0,15.0,,
