Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
32,"Bell, Peter",28y 61d,195 (114-0-81 58.46%),171 (0.88),72 (30-0-42 41.67%),51 (0.71)
10,"Cook, Troy",27y 263d,135 (61-0-74 45.19%),59 (0.44),92 (37-0-55 40.22%),48 (0.52)
33,"Farmer, Jeff",26y 312d,164 (77-0-87 46.95%),326 (1.99),46 (25-0-21 54.35%),67 (1.46)
27,"Gilmore, Daniel",21y 60d,5 (4-0-1 80.00%),,←,
14,"Grover, Antoni",24y 51d,61 (26-0-35 42.62%),8 (0.13),←,
42,"Haddrill, Robert",23y 94d,37 (21-0-16 56.76%),,←,
4,"Hasleby, Paul",22y 324d,92 (37-0-55 40.22%),68 (0.74),←,
43,"Hayden, Roger",23y 144d,31 (19-0-12 61.29%),1 (0.03),←,
11,"Headland, Des",23y 101d,78 (57-0-21 73.08%),72 (0.92),26 (17-0-9 65.38%),20 (0.77)
20,"Longmuir, Justin",23y 101d,84 (33-0-51 39.29%),111 (1.32),←,
21,"Longmuir, Troy",24y 342d,66 (23-0-43 34.85%),35 (0.53),49 (18-0-31 36.73%),32 (0.65)
8,"McManus, Shaun",28y 82d,152 (56-0-96 36.84%),69 (0.45),←,
18,"McPharlin, Luke",22y 152d,41 (24-0-17 58.54%),10 (0.24),29 (16-0-13 55.17%),7 (0.24)
34,"Medhurst, Paul",22y 142d,49 (27-0-22 55.10%),97 (1.98),←,
23,"Parker, Shane",31y 73d,168 (60-0-108 35.71%),9 (0.05),←,
29,"Pavlich, Matthew",22y 122d,90 (36-0-54 40.00%),95 (1.06),←,
12,"Polak, Graham",19y 320d,32 (21-0-11 65.63%),1 (0.03),←,
31,"Sandilands, Aaron",21y 147d,25 (18-0-7 72.00%),6 (0.24),←,
3,"Schammer, Byron",18y 315d,23 (16-0-7 69.57%),7 (0.30),←,
2,"Simmonds, Troy",25y 293d,88 (46-0-42 52.27%),42 (0.48),48 (26-0-22 54.17%),35 (0.73)
19,"Walker, James",25y 107d,104 (40-0-64 38.46%),11 (0.11),←,
6,"Woods, Dion",22y 97d,43 (21-0-22 48.84%),4 (0.09),←,
Totals,Totals,24y 19d,1763 (837-0-926 47.48%),1202 (0.68),,
C,"Connolly, Chris",41y 37d,52 (29-0-23 55.77%),,51 (28-0-23 54.90%),
