Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
36,"Amartey, Joel",7.0,5.0,1.0,8.0,,1.0,2.0,3.0,,2.0,1.0,2.0,,1.0,,3.0,4.0,2.0,2.0,3.0,,1.0,72.0
22,"Blakey, Nick",13.0,7.0,8.0,21.0,1.0,,,,3.0,2.0,1.0,,1.0,,,8.0,11.0,1.0,,3.0,,1.0,76.0
4,"Clarke, Ryan",6.0,4.0,6.0,12.0,,1.0,,3.0,,3.0,1.0,1.0,,1.0,,5.0,7.0,,1.0,,,1.0,93.0
13,"Florent, Oliver",14.0,8.0,5.0,19.0,,1.0,,1.0,3.0,4.0,1.0,4.0,,,,3.0,14.0,,,,1.0,,86.0
42,"Fox, Robbie",9.0,4.0,10.0,19.0,,,,4.0,2.0,,,2.0,,1.0,,8.0,10.0,,,2.0,,,92.0
23,"Franklin, Lance",10.0,6.0,3.0,13.0,3.0,1.0,,4.0,,4.0,,4.0,1.0,1.0,,5.0,10.0,,1.0,2.0,,,88.0
21,"Gulden, Errol",24.0,12.0,9.0,33.0,2.0,,,4.0,,10.0,3.0,3.0,1.0,,2.0,9.0,24.0,1.0,1.0,,,1.0,74.0
9,"Hayward, Will",9.0,6.0,3.0,12.0,1.0,,,2.0,,3.0,,1.0,,,,,12.0,,,,,2.0,78.0
5,"Heeney, Isaac",11.0,4.0,6.0,17.0,3.0,2.0,,4.0,,1.0,3.0,4.0,1.0,,,8.0,9.0,1.0,3.0,,,,81.0
31,"Hickey, Tom",7.0,1.0,3.0,10.0,,,18.0,1.0,,5.0,4.0,2.0,1.0,1.0,,6.0,5.0,,,1.0,,1.0,71.0
12,"Kennedy, Josh",,,,,,,,,,,,,,,,,,,,,,,
44,"Lloyd, Jake",17.0,11.0,10.0,27.0,,,,2.0,6.0,,,2.0,,2.0,,4.0,18.0,,,1.0,,,84.0
39,"McCartin, Paddy",12.0,9.0,4.0,16.0,,,,1.0,2.0,1.0,1.0,1.0,,,,8.0,7.0,4.0,,4.0,,,87.0
30,"McCartin, Tom",4.0,4.0,7.0,11.0,,,,1.0,2.0,,,,,,,3.0,8.0,2.0,,7.0,,,89.0
27,"McInerney, Justin",9.0,3.0,12.0,21.0,,,,3.0,1.0,3.0,3.0,2.0,2.0,,,5.0,16.0,,,2.0,4.0,,72.0
14,"Mills, Callum",15.0,8.0,12.0,27.0,1.0,,,5.0,2.0,5.0,3.0,4.0,,1.0,,10.0,17.0,1.0,,2.0,,,84.0
11,"Papley, Tom",13.0,3.0,6.0,19.0,2.0,,,5.0,,7.0,4.0,7.0,2.0,1.0,,10.0,9.0,,1.0,,1.0,,80.0
26,"Parker, Luke",15.0,4.0,19.0,34.0,,1.0,,7.0,2.0,4.0,6.0,6.0,,2.0,3.0,16.0,17.0,1.0,1.0,1.0,,1.0,82.0
24,"Rampe, Dane",15.0,7.0,5.0,20.0,,,,3.0,5.0,2.0,1.0,4.0,2.0,1.0,,4.0,17.0,,,3.0,,1.0,87.0
20,"Reid, Sam",10.0,5.0,8.0,18.0,3.0,1.0,13.0,4.0,,2.0,4.0,3.0,2.0,1.0,1.0,12.0,5.0,2.0,2.0,4.0,,1.0,85.0
8,"Rowbottom, James",14.0,3.0,9.0,23.0,1.0,1.0,,13.0,2.0,3.0,4.0,4.0,4.0,1.0,,9.0,15.0,,,,,1.0,81.0
3,"Stephens, Dylan",11.0,5.0,7.0,18.0,,,,3.0,,3.0,1.0,3.0,,,,7.0,12.0,,,2.0,,,77.0
1,"Warner, Chad",13.0,2.0,7.0,20.0,,1.0,,1.0,1.0,5.0,2.0,2.0,1.0,,,8.0,12.0,,,2.0,2.0,,81.0
Totals,Totals,258.0,121.0,160.0,418.0,17.0,10.0,33.0,74.0,31.0,69.0,43.0,61.0,18.0,14.0,6.0,151.0,259.0,15.0,12.0,39.0,8.0,11.0,
Opposition,Opposition,188.0,79.0,113.0,301.0,5.0,9.0,36.0,50.0,52.0,36.0,34.0,56.0,14.0,18.0,,132.0,159.0,11.0,7.0,32.0,1.0,4.0,
