Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
7,"Adcock, Jed",26y 229d,132 (54-2-76 41.67%),36 (0.27),←,
43,"Bewick, Rohan",22y 265d,20 (8-0-12 40.00%),11 (0.55),←,
20,"Black, Simon",33y 89d,306 (167-4-135 55.23%),166 (0.54),←,
16,"Brown, Jonathan",30y 246d,221 (131-3-87 59.95%),521 (2.36),←,
39,"Drummond, Josh",29y 73d,89 (41-2-46 47.19%),35 (0.39),←,
41,"Golby, Mitch",20y 272d,21 (8-0-13 38.10%),,←,
6,"Green, Josh",19y 312d,11 (6-0-5 54.55%),7 (0.64),←,
11,"Hanley, Pearce",23y 229d,47 (13-0-34 27.66%),12 (0.26),←,
2,"Harwood, Ryan",20y 329d,20 (6-0-14 30.00%),4 (0.20),←,
22,"Hudson, Ben",33y 128d,152 (91-1-60 60.20%),17 (0.11),9 (5-0-4 55.56%),2 (0.22)
35,"Lester, Ryan",19y 310d,15 (6-0-9 40.00%),4 (0.27),←,
9,"McGrath, Ashley",29y 42d,188 (91-2-95 48.94%),146 (0.78),←,
40,"McKeever, Niall",23y 136d,17 (6-0-11 35.29%),1 (0.06),←,
21,"Merrett, Daniel",27y 202d,126 (53-3-70 43.25%),38 (0.30),←,
24,"Patfull, Joel",27y 207d,130 (52-3-75 41.15%),21 (0.16),←,
4,"Polec, Jared",19y 263d,14 (5-0-9 35.71%),9 (0.64),←,
31,"Polkinghorne, James",23y 162d,72 (27-1-44 38.19%),42 (0.58),←,
29,"Raines, Andrew",26y 115d,92 (29-1-62 32.07%),5 (0.05),36 (11-0-25 30.56%),4 (0.11)
30,"Redden, Jack",21y 205d,67 (23-1-43 35.07%),29 (0.43),←,
10,"Rich, Daniel",22y 24d,75 (29-1-45 39.33%),46 (0.61),←,
38,"Rockliff, Tom",22y 130d,53 (14-0-39 26.42%),28 (0.53),←,
15,"Zorko, Dayne",23y 143d,7 (4-0-3 57.14%),7 (1.00),←,
Totals,Totals,24y 320d,1875 (864-24-987 46.08%),1185 (0.63),,
C,"Voss, Michael",36y 360d,81 (31-1-49 38.89%),,←,
