North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
3,"Anderson, Jed",24y 71d,29 (15-0-14 51.72%),12 (0.41),19 (8-0-11 42.11%),8 (0.42)
18,"Atley, Shaun",25y 213d,158 (81-0-77 51.27%),30 (0.19),←,
50,"Brown, Ben",25y 145d,81 (44-0-37 54.32%),169 (2.09),←,
13,"Clarke, Ryan",20y 301d,25 (9-0-16 36.00%),6 (0.24),←,
10,"Cunnington, Ben",26y 288d,169 (88-0-81 52.07%),71 (0.42),←,
9,"Davies-Uniacke, Luke",18y 310d,4 (2-0-2 50.00%),,←,
1,"Daw, Majak",27y 34d,34 (12-0-22 35.29%),30 (0.88),←,
14,"Dumont, Trent",22y 288d,43 (13-0-30 30.23%),15 (0.35),←,
22,"Goldstein, Todd",29y 287d,194 (99-1-94 51.29%),103 (0.53),←,
39,"Hartung, Billy",23y 80d,67 (45-1-21 67.91%),30 (0.45),4 (2-0-2 50.00%),3 (0.75)
4,"Higgins, Shaun",30y 41d,187 (88-1-98 47.33%),198 (1.06),58 (30-0-28 51.72%),70 (1.21)
5,"Jacobs, Ben",26y 95d,81 (40-0-41 49.38%),11 (0.14),55 (35-0-20 63.64%),6 (0.11)
34,"Macmillan, Jamie",26y 203d,121 (63-0-58 52.07%),43 (0.36),←,
11,"McDonald, Luke",23y 64d,78 (41-0-37 52.56%),11 (0.14),←,
12,"Simpkin, Jy",20y 40d,17 (5-0-12 29.41%),11 (0.65),←,
25,"Tarrant, Robbie",28y 354d,108 (52-0-56 48.15%),42 (0.39),←,
16,"Thompson, Scott",31y 340d,204 (98-2-104 48.53%),7 (0.03),←,
28,"Turner, Kayne",22y 104d,40 (21-0-19 52.50%),34 (0.85),←,
33,"Vickers-Willis, Ed",22y 17d,11 (6-0-5 54.55%),,←,
30,"Waite, Jarrad",35y 69d,235 (98-4-133 42.55%),352 (1.50),51 (32-0-19 62.75%),100 (1.96)
2,"Williams, Marley",24y 266d,85 (42-0-43 49.41%),9 (0.11),17 (6-0-11 35.29%),3 (0.18)
7,"Ziebell, Jack",27y 45d,170 (82-0-88 48.24%),109 (0.64),←,
Totals,Totals,25y 216d,2141 (1044-9-1088 48.76%),1293 (0.60),,
C,"Scott, Brad",41y 346d,183 (93-0-90 50.82%),,←,
