North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
3,"Anderson, Jed",5,2,3,8,,,,4.0,,2.0,3.0,,2.0,,,5.0,4.0,1.0,,2.0,,,68.0
18,"Atley, Shaun",11,4,5,16,,1.0,,2.0,3.0,5.0,1.0,1.0,1.0,,,5.0,11.0,,,,1.0,1.0,81.0
50,"Brown, Ben",10,5,1,11,4,1.0,3.0,1.0,,2.0,1.0,3.0,3.0,,,7.0,4.0,3.0,2.0,2.0,,1.0,100.0
13,"Clarke, Ryan",9,2,11,20,,,,3.0,3.0,3.0,,3.0,,,,6.0,12.0,,,2.0,,1.0,89.0
10,"Cunnington, Ben",14,6,11,25,2,,,3.0,3.0,1.0,11.0,7.0,2.0,4.0,,16.0,10.0,,1.0,1.0,,,76.0
9,"Davies-Uniacke, Luke",5,2,2,7,,,,1.0,,2.0,,2.0,,1.0,,2.0,4.0,1.0,,,,,54.0
1,"Daw, Majak",6,6,1,7,,,3.0,7.0,2.0,,,2.0,,1.0,,5.0,2.0,5.0,,6.0,,,90.0
14,"Dumont, Trent",13,4,10,23,,,,4.0,3.0,5.0,2.0,5.0,1.0,2.0,,8.0,13.0,,,2.0,,,79.0
22,"Goldstein, Todd",8,2,5,13,1,,15.0,1.0,1.0,1.0,5.0,3.0,4.0,3.0,,8.0,4.0,,,3.0,,1.0,84.0
39,"Hartung, Billy",7,2,11,18,1,,,1.0,1.0,1.0,2.0,2.0,1.0,,,7.0,11.0,,,1.0,9.0,,79.0
4,"Higgins, Shaun",12,3,11,23,,1.0,,3.0,1.0,7.0,5.0,1.0,1.0,,,7.0,14.0,,,,,1.0,88.0
8,"Hrovat, Nathan",2,2,6,8,,1.0,,1.0,,,,,,,,5.0,5.0,,,2.0,,1.0,67.0
5,"Jacobs, Ben",4,6,11,15,,,,10.0,1.0,3.0,2.0,3.0,,2.0,,7.0,9.0,,,,1.0,,80.0
34,"Macmillan, Jamie",6,1,9,15,,,,5.0,4.0,1.0,1.0,2.0,,1.0,,5.0,11.0,,,5.0,1.0,,88.0
11,"McDonald, Luke",13,8,8,21,,,,1.0,5.0,2.0,,5.0,,1.0,,6.0,15.0,2.0,,3.0,,1.0,92.0
12,"Simpkin, Jy",5,1,6,11,1,,,1.0,1.0,1.0,1.0,1.0,3.0,,,7.0,4.0,,1.0,2.0,2.0,1.0,72.0
16,"Thompson, Scott",8,6,5,13,,,,2.0,4.0,1.0,,4.0,1.0,3.0,,3.0,10.0,1.0,,4.0,,,90.0
28,"Turner, Kayne",2,1,4,6,,,,2.0,,,,4.0,1.0,2.0,,5.0,2.0,1.0,,2.0,,,72.0
33,"Vickers-Willis, Ed",7,1,5,12,,,,1.0,3.0,1.0,,2.0,1.0,1.0,,3.0,8.0,,,5.0,,,92.0
30,"Waite, Jarrad",8,3,2,10,3,1.0,3.0,3.0,,,,6.0,1.0,2.0,,1.0,10.0,,2.0,1.0,1.0,,92.0
2,"Williams, Marley",4,1,6,10,,,,3.0,5.0,,1.0,2.0,,,,3.0,9.0,,,4.0,,,83.0
7,"Ziebell, Jack",17,6,5,22,1,2.0,,3.0,1.0,7.0,1.0,5.0,1.0,2.0,,5.0,16.0,1.0,1.0,3.0,,1.0,84.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,176,74,138,314,13,8.0,24.0,62.0,41.0,45.0,36.0,63.0,23.0,25.0,,126.0,188.0,15.0,7.0,50.0,15.0,9.0,
Opposition,Opposition,231,94,168,399,18,15.0,52.0,59.0,27.0,66.0,37.0,58.0,25.0,23.0,6.0,161.0,242.0,11.0,15.0,46.0,2.0,14.0,
