Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Port Adelaide Games (W-D-L W%),Port Adelaide Goals (Ave.)
10,"Boak, Travis",22y 329d,81 (36-0-45 44.44%),43 (0.53),←,
5,"Broadbent, Matthew",20y 329d,27 (8-0-19 29.63%),7 (0.26),←,
27,"Carlile, Alipate",24y 57d,87 (35-0-52 40.23%),4 (0.05),←,
1,"Cassisi, Domenic",28y 277d,175 (93-1-81 53.43%),69 (0.39),←,
30,"Chaplin, Troy",25y 123d,114 (49-1-64 43.42%),10 (0.09),←,
18,"Cornes, Kane",28y 172d,217 (116-1-100 53.69%),81 (0.37),←,
17,"Gray, Robbie",23y 88d,59 (24-0-35 40.68%),90 (1.53),←,
8,"Hartlett, Hamish",20y 316d,26 (8-0-18 30.77%),13 (0.50),←,
16,"Jacobs, Ben",19y 168d,6 (1-0-5 16.67%),2 (0.33),←,
23,"Lobbe, Matthew",22y 134d,4 (2-0-2 50.00%),,←,
44,"Logan, Tom",25y 359d,85 (30-0-55 35.29%),22 (0.26),82 (30-0-52 36.59%),22 (0.27)
26,"Moore, Andrew",20y 27d,12 (7-0-5 58.33%),2 (0.17),←,
13,"OShea, Cameron",19y 105d,11 (2-0-9 18.18%),3 (0.27),←,
6,"Pearce, Danyle",25y 80d,125 (53-0-72 42.40%),70 (0.56),←,
22,"Phillips, Simon",24y 82d,12 (4-0-8 33.33%),8 (0.67),7 (1-0-6 14.29%),6 (0.86)
29,"Pittard, Jasper",20y 86d,12 (2-0-10 16.67%),2 (0.17),←,
15,"Rodan, David",27y 261d,158 (60-0-98 37.97%),122 (0.77),93 (41-0-52 44.09%),79 (0.85)
28,"Schulz, Jay",26y 69d,95 (34-2-59 36.84%),106 (1.12),24 (10-0-14 41.67%),48 (2.00)
43,"Stewart, Daniel",22y 239d,19 (4-0-15 21.05%),17 (0.89),←,
21,"Thomas, Matt",24y 119d,61 (20-0-41 32.79%),19 (0.31),←,
12,"Trengove, Jackson",20y 236d,32 (9-0-23 28.13%),5 (0.16),←,
39,"Westhoff, Justin",24y 268d,82 (35-0-47 42.68%),110 (1.34),←,
Totals,Totals,23y 195d,1500 (632-5-863 42.13%),805 (0.54),,
C,"Primus, Matthew",36y 165d,20 (7-0-13 35.00%),,←,
