Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
4,"Ah Chee, Callum",22y 248d,46 (9-0-37 19.57%),25 (0.54),1 (1-0-0 100.00%),1 (1.00)
31,"Andrews, Harris",23y 185d,99 (28-0-71 28.28%),9 (0.09),←,
33,"Bailey, Zac",20y 264d,29 (14-0-15 48.28%),11 (0.38),←,
7,"Berry, Jarrod",22y 129d,59 (23-0-36 38.98%),27 (0.46),←,
13,"Berry, Tom",19y 43d,1 (1-0-0 100.00%),,←,
14,"Birchall, Grant",32y 137d,249 (168-1-80 67.67%),34 (0.14),1 (1-0-0 100.00%),
23,"Cameron, Charlie",25y 344d,110 (65-1-44 59.55%),167 (1.52),37 (18-0-19 48.65%),80 (2.16)
27,"Gardiner, Darcy",24y 265d,108 (37-0-71 34.26%),5 (0.05),←,
30,"Hipwood, Eric",22y 274d,77 (28-0-49 36.36%),117 (1.52),←,
35,"Lester, Ryan",27y 292d,127 (42-0-85 33.07%),45 (0.35),←,
17,"Lyons, Jarryd",27y 327d,118 (61-0-57 51.69%),63 (0.53),26 (17-0-9 65.38%),14 (0.54)
12,"Martin, Stefan",33y 209d,184 (54-1-129 29.62%),45 (0.24),127 (40-0-87 31.50%),22 (0.17)
11,"McCarthy, Lincoln",26y 235d,55 (40-0-15 72.73%),45 (0.82),26 (17-0-9 65.38%),20 (0.77)
6,"McCluggage, Hugh",22y 102d,65 (25-0-40 38.46%),41 (0.63),←,
46,"McInerney, Oscar",25y 339d,39 (19-0-20 48.72%),25 (0.64),←,
25,"McStay, Daniel",24y 355d,105 (35-0-70 33.33%),77 (0.73),←,
9,"Neale, Lachie",27y 20d,161 (82-0-79 50.93%),82 (0.51),26 (17-0-9 65.38%),15 (0.58)
16,"Rayner, Cam",20y 236d,48 (22-0-26 45.83%),41 (0.85),←,
10,"Rich, Daniel",30y 6d,209 (74-1-134 35.65%),106 (0.51),←,
5,"Robinson, Mitch",31y 6d,193 (81-1-111 42.23%),108 (0.56),93 (30-0-63 32.26%),50 (0.54)
37,"Starcevich, Brandon",20y 325d,7 (3-0-4 42.86%),1 (0.14),←,
15,"Zorko, Dayne",31y 125d,170 (59-0-111 34.71%),186 (1.09),←,
Totals,Totals,25y 236d,2259 (970-5-1284 42.94%),1260 (0.56),,
C,"Fagan, Chris",58y 356d,70 (27-0-43 38.57%),,←,
