Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
17,"Bowey, Jake",18y 331d,2 (2-0-0 100.00%),,←,
10,"Brayshaw, Angus",25y 212d,114 (57-1-56 50.44%),44 (0.39),←,
50,"Brown, Ben",28y 262d,138 (72-1-65 52.54%),302 (2.19),8 (6-1-1 81.25%),15 (1.88)
31,"Fritsch, Bayley",24y 246d,80 (43-1-36 54.38%),98 (1.23),←,
11,"Gawn, Max",29y 222d,154 (68-1-85 44.48%),69 (0.45),←,
4,"Harmes, James",25y 308d,117 (57-0-60 48.72%),64 (0.55),←,
29,"Hunt, Jayden",26y 128d,94 (47-1-46 50.53%),43 (0.46),←,
6,"Jackson, Luke",19y 314d,25 (18-1-6 74.00%),16 (0.64),←,
23,"Jordon, James",20y 232d,20 (15-1-4 77.50%),6 (0.30),←,
15,"Langdon, Ed",25y 189d,104 (48-1-55 46.63%),46 (0.44),36 (23-1-12 65.28%),13 (0.36)
8,"Lever, Jake",25y 157d,112 (70-1-41 62.95%),3 (0.03),56 (32-1-23 58.04%),
1,"May, Steven",29y 211d,167 (63-2-102 38.32%),23 (0.14),44 (25-1-18 57.95%),2 (0.05)
18,"Melksham, Jake",29y 345d,196 (100-1-95 51.28%),147 (0.75),82 (48-0-34 58.54%),90 (1.10)
30,"Neal-Bullen, Alex",25y 212d,100 (54-1-45 54.50%),77 (0.77),←,
13,"Oliver, Clayton",24y 18d,119 (64-1-54 54.20%),36 (0.30),←,
5,"Petracca, Christian",25y 217d,122 (63-1-58 52.05%),116 (0.95),←,
35,"Petty, Harry",21y 270d,25 (11-1-13 46.00%),6 (0.24),←,
36,"Pickett, Kysaiah",20y 68d,34 (22-1-11 66.18%),38 (1.12),←,
24,"Rivers, Trent",20y 10d,29 (20-1-8 70.69%),3 (0.10),←,
3,"Salem, Christian",26y 25d,125 (61-1-63 49.20%),23 (0.18),←,
9,"Spargo, Charlie",21y 257d,54 (35-1-18 65.74%),35 (0.65),←,
32,"Sparrow, Tom",21y 70d,23 (14-1-8 63.04%),7 (0.30),←,
22,"Vandenberg, Aaron",29y 159d,50 (25-1-24 51.00%),23 (0.46),←,
Totals,Totals,24y 226d,2004 (1029-22-953 51.35%),1225 (0.61),,
C,"Goodwin, Simon",44y 226d,107 (57-1-49 53.74%),,106 (57-1-48 54.25%),
