Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
40,"Bryan, Chris",25y 157d,23 (6-1-16 28.26%),12 (0.52),7 (3-0-4 42.86%),3 (0.43)
17,"Burns, Scott",32y 230d,241 (107-1-133 44.61%),140 (0.58),←,
8,"Clement, James",30y 340d,224 (95-0-129 42.41%),50 (0.22),140 (69-0-71 49.29%),12 (0.09)
32,"Cloke, Travis",20y 158d,49 (25-0-24 51.02%),47 (0.96),←,
29,"Cook, Ryan",19y 175d,2 (1-0-1 50.00%),,←,
1,"Davis, Leon",26y 54d,133 (62-0-71 46.62%),166 (1.25),←,
25,"Fraser, Josh",25y 217d,155 (82-0-73 52.90%),131 (0.85),←,
38,"Goldsack, Tyson",20y 80d,12 (6-0-6 50.00%),,←,
26,"Johnson, Ben",26y 127d,154 (81-0-73 52.60%),42 (0.27),←,
18,"Licuria, Paul",29y 218d,192 (83-0-109 43.23%),72 (0.38),182 (81-0-101 44.51%),70 (0.38)
24,"Lockyer, Tarkyn",27y 284d,161 (75-0-86 46.58%),90 (0.56),←,
30,"Lumumba, Heritier",20y 268d,30 (17-0-13 56.67%),1 (0.03),←,
27,"Maxwell, Nick",24y 68d,66 (34-0-32 51.52%),16 (0.24),←,
7,"Medhurst, Paul",25y 242d,110 (56-0-54 50.91%),180 (1.64),11 (6-0-5 54.55%),14 (1.27)
11,"OBree, Shane",28y 148d,186 (91-0-95 48.92%),71 (0.38),167 (82-0-85 49.10%),68 (0.41)
35,"Prestigiacomo, Simon",29y 191d,193 (82-0-111 42.49%),3 (0.02),←,
23,"Rocca, Anthony",29y 360d,224 (108-0-116 48.21%),380 (1.70),202 (97-0-105 48.02%),369 (1.83)
39,"Shaw, Heath",21y 256d,47 (25-0-22 53.19%),12 (0.26),←,
22,"Shaw, Rhyce",25y 298d,72 (37-0-35 51.39%),15 (0.21),←,
36,"Swan, Dane",23y 166d,70 (35-0-35 50.00%),33 (0.47),←,
13,"Thomas, Dale",20y 50d,35 (20-0-15 57.14%),26 (0.74),←,
34,"Toovey, Alan",20y 140d,10 (6-0-4 60.00%),4 (0.40),←,
Totals,Totals,25y 76d,2389 (1134-2-1253 47.47%),1491 (0.62),,
C,"Malthouse, Mick",53y 358d,558 (311-4-243 56.09%),,180 (88-0-92 48.89%),
