Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
7,"Allan, Ben",28y 221d,137 (78-0-59 56.93%),98 (0.72),39 (16-0-23 41.03%),26 (0.67)
44,"Bandy, Daniel",21y 187d,25 (11-0-14 44.00%),22 (0.88),←,
42,"Callaghan, Craig",21y 76d,36 (11-0-25 30.56%),18 (0.50),←,
46,"Carroll, Trent",19y 26d,1 (0-0-1 0.00%),,←,
13,"Chisholm, Scott",23y 361d,39 (16-0-23 41.03%),17 (0.44),←,
31,"Clement, James",20y 262d,21 (8-0-13 38.10%),1 (0.05),←,
19,"Dhurrkay, Gary",23y 81d,28 (11-0-17 39.29%),38 (1.36),←,
37,"Gale, Mark",21y 17d,10 (4-0-6 40.00%),4 (0.40),←,
3,"Harding, Greg",20y 249d,27 (11-0-16 40.74%),1 (0.04),←,
11,"Kickett, Dale",29y 20d,96 (43-0-53 44.79%),47 (0.49),50 (20-0-30 40.00%),7 (0.14)
36,"Leach, Quenton",24y 277d,41 (16-0-25 39.02%),22 (0.54),←,
9,"Mann, Peter",26y 259d,86 (35-0-51 40.70%),79 (0.92),47 (17-0-30 36.17%),67 (1.43)
43,"McGovern, Andrew",29y 47d,52 (18-1-33 35.58%),8 (0.15),32 (14-0-18 43.75%),1 (0.03)
45,"Mitchell, Gavin",24y 147d,27 (10-0-17 37.04%),15 (0.56),←,
10,"OReilly, Stephen",24y 196d,87 (39-0-48 44.83%),9 (0.10),51 (18-0-33 35.29%),4 (0.08)
5,"Parker, Daniel",22y 364d,10 (5-0-5 50.00%),17 (1.70),←,
23,"Parker, Shane",24y 95d,32 (13-0-19 40.63%),3 (0.09),←,
1,"Toia, Luke",19y 182d,20 (8-0-12 40.00%),17 (0.85),←,
26,"Waterhouse, Clive",22y 335d,17 (7-0-10 41.18%),18 (1.06),←,
34,"White, Jeff",20y 94d,28 (12-0-16 42.86%),17 (0.61),←,
4,"Wills, Andrew",25y 141d,97 (57-0-40 58.76%),92 (0.95),38 (17-0-21 44.74%),49 (1.29)
Totals,Totals,23y 191d,917 (413-1-503 45.04%),543 (0.59),,
C,"Neesham, Gerard",42y 164d,53 (20-0-33 37.74%),,←,
