Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
8,"Bassett, Nathan",11,5,6,17,,,1.0,2.0,6.0,,1.0,1.0,1.0,1.0,,3.0,12.0,,,5.0,,,100.0
44,"Bock, Nathan",19,9,8,27,,,,3.0,7.0,2.0,,2.0,2.0,,,7.0,20.0,,,7.0,3.0,1.0,100.0
24,"Burton, Brett",14,9,3,17,3,2.0,,1.0,,3.0,,3.0,,,,4.0,12.0,1.0,4.0,3.0,,1.0,77.0
11,"Doughty, Michael",12,9,10,22,,,,4.0,5.0,,,1.0,,1.0,,2.0,20.0,,,4.0,1.0,,96.0
26,"Douglas, Richard",4,3,4,8,1,,,1.0,1.0,4.0,,3.0,1.0,2.0,,4.0,5.0,,1.0,1.0,,,57.0
9,"Edwards, Tyson",13,4,14,27,1,1.0,,5.0,1.0,2.0,1.0,,,,3.0,6.0,21.0,,1.0,3.0,1.0,,89.0
36,"Goodwin, Simon",15,4,10,25,3,1.0,,3.0,3.0,5.0,4.0,2.0,2.0,,,9.0,15.0,,,,,1.0,93.0
6,"Griffin, Jonathon",7,5,7,14,,1.0,34.0,2.0,1.0,1.0,3.0,2.0,2.0,,2.0,8.0,5.0,1.0,1.0,2.0,,,82.0
10,"Jacky, Jarrhan",4,,4,8,1,,,3.0,,2.0,,1.0,1.0,,,4.0,4.0,,,1.0,,,54.0
18,"Johncock, Graham",15,6,7,22,,,,3.0,5.0,,3.0,1.0,1.0,,,9.0,12.0,,,2.0,2.0,,94.0
21,"Knights, Chris",15,5,10,25,,,,1.0,,2.0,2.0,1.0,,1.0,,7.0,18.0,,,3.0,,,69.0
14,"Mackay, David",13,5,10,23,,,,1.0,,6.0,4.0,2.0,1.0,1.0,,10.0,13.0,,,4.0,6.0,1.0,66.0
3,"Massie, Kris",9,6,5,14,,,,3.0,1.0,,,,,,,2.0,12.0,,,1.0,1.0,,100.0
23,"McLeod, Andrew",13,3,5,18,,,,4.0,1.0,6.0,4.0,3.0,,2.0,,5.0,12.0,,1.0,1.0,,,86.0
40,"Porplyzia, Jason",15,4,5,20,4,1.0,,,,5.0,,3.0,,1.0,1.0,10.0,10.0,1.0,3.0,1.0,,2.0,88.0
29,"Sellar, James",2,,1,3,,2.0,,,,,,1.0,,1.0,,2.0,1.0,,,1.0,,,58.0
12,"Shirley, Robert",9,3,8,17,,,,3.0,2.0,2.0,2.0,2.0,1.0,2.0,,8.0,9.0,,,3.0,,1.0,86.0
27,"Stevens, Scott",6,3,5,11,,,,1.0,1.0,,,1.0,,,,2.0,8.0,,,8.0,,,100.0
5,"Thompson, Scott",14,6,14,28,,,,4.0,2.0,5.0,6.0,6.0,,3.0,,14.0,15.0,,,1.0,,,85.0
4,"Tippett, Kurt",6,4,1,7,2,3.0,9.0,5.0,,1.0,1.0,1.0,,,,7.0,,4.0,4.0,1.0,,,86.0
7,"van Berlo, Nathan",13,5,14,27,,1.0,1.0,2.0,3.0,7.0,3.0,1.0,,,,7.0,18.0,,,1.0,,1.0,68.0
17,"Vince, Bernie",6,3,8,14,,1.0,1.0,3.0,1.0,2.0,2.0,,1.0,,,5.0,9.0,,1.0,2.0,,,65.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,235,101,159,394,15,17.0,46.0,54.0,40.0,55.0,36.0,37.0,13.0,15.0,6.0,135.0,251.0,7.0,16.0,55.0,14.0,8.0,
Opposition,Opposition,183,77,165,348,11,8.0,29.0,61.0,33.0,53.0,33.0,47.0,15.0,13.0,,118.0,221.0,9.0,9.0,57.0,5.0,8.0,
