Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
26,"Bickley, Mark",13,4,2,15,,1.0,,4.0,,,,,1.0,1.0,,,,,,,,,
18,"Bond, Troy",11,5,2,13,,1.0,,1.0,,,,,1.0,,,,,,,,,,
44,"Caven, Peter",1,,2,3,,,,,,,,,1.0,,,,,,,,,,
19,"Chalmers, Brett",5,3,6,11,,,3.0,2.0,,,,,2.0,1.0,,,,,,,,,
14,"Connell, Matthew",5,1,3,8,1,,,,,,,,,1.0,,,,,,,,,
37,"Edwards, Tyson",4,2,3,7,,,,,,,,,,,,,,,,,,,
13,"Ellen, Shane",5,2,4,9,,,1.0,,,,,,1.0,1.0,,,,,,,,,
34,"Hart, Ben",10,4,5,15,,,,2.0,,,,,,1.0,,,,,,,,,
35,"Jameson, Rod",13,3,5,18,,,,1.0,,,,,5.0,1.0,,,,,,,,,
2,"Jarman, Andrew",9,3,14,23,1,,,,,,,,1.0,2.0,,,,,,,,,
3,"Jarman, Darren",15,5,3,18,2,1.0,,,,,,,,2.0,,,,,,,,,
31,"Kluzek, Matthew",2,1,4,6,1,,,1.0,,,,,,,,,,,,,,,
27,"Liptak, Matthew",12,5,15,27,,2.0,,,,,,,,2.0,,,,,,,,,
11,"McGuinness, Tony",17,3,5,22,,,,,,,,,3.0,,,,,,,,,,
23,"McLeod, Andrew",5,1,6,11,2,1.0,,1.0,,,,,,,,,,,,,,,
6,"Modra, Tony",11,10,,11,8,2.0,,,,,,,1.0,1.0,1.0,,,,,,,,
15,"Pittman, David",7,5,5,12,,,6.0,,,,,,1.0,,,,,,,,,,
32,"Ricciuto, Mark",8,1,3,11,,1.0,,,,,,,,1.0,,,,,,,,,
5,"Robran, Matthew",5,3,8,13,,,4.0,2.0,,,,,2.0,,,,,,,,,,
7,"Smart, Nigel",7,5,12,19,,,4.0,3.0,,,,,,1.0,,,,,,,,,
30,"Vardy, Peter",6,1,1,7,1,1.0,,1.0,,,,,1.0,2.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,171,67,108,279,16,11.0,18.0,18.0,,,,,20.0,17.0,1.0,,,,,,,,
Opposition,Opposition,222,91,160,382,21,17.0,25.0,29.0,,,,,17.0,20.0,5.0,,,,,,,,
