Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Essendon Games (W-D-L W%),Essendon Goals (Ave.)
23,"Bolton, Mark",26y 90d,92 (51-1-40 55.98%),37 (0.40),←,
13,"Cupido, Damian",23y 113d,50 (27-0-23 54.00%),66 (1.32),37 (20-0-17 54.05%),50 (1.35)
31,"Fletcher, Dustin",30y 56d,236 (158-3-75 67.58%),60 (0.25),←,
19,"Hille, David",24y 30d,79 (45-0-34 56.96%),61 (0.77),←,
5,"Hird, James",32y 148d,217 (134-5-78 62.90%),307 (1.41),←,
14,"Johnson, Jason",27y 158d,143 (92-1-50 64.69%),88 (0.62),←,
1,"Johnson, Mark",27y 40d,144 (96-1-47 67.01%),67 (0.47),←,
26,"Laycock, Jason",20y 240d,16 (7-0-9 43.75%),9 (0.56),←,
18,"Lloyd, Matthew",27y 77d,201 (124-2-75 62.19%),723 (3.60),←,
41,"Lovett, Andrew",22y 233d,12 (5-0-7 41.67%),14 (1.17),←,
42,"Lovett-Murray, Nathan",22y 226d,30 (15-0-15 50.00%),27 (0.90),←,
25,"Lucas, Scott",27y 184d,195 (120-1-74 61.79%),282 (1.45),←,
33,"McPhee, Adam",22y 269d,84 (36-0-48 42.86%),43 (0.51),59 (30-0-29 50.85%),34 (0.58)
10,"McVeigh, Mark",24y 157d,113 (65-1-47 57.96%),45 (0.40),←,
6,"Monfries, Angus",18y 164d,7 (2-0-5 28.57%),6 (0.86),←,
28,"Murphy, Justin",29y 69d,180 (81-0-99 45.00%),151 (0.84),35 (18-0-17 51.43%),28 (0.80)
11,"Peverill, Damien",25y 355d,91 (50-1-40 55.49%),19 (0.21),←,
43,"Rioli, Dean",27y 43d,92 (62-1-29 67.93%),88 (0.96),←,
7,"Solomon, Dean",25y 174d,134 (88-0-46 65.67%),52 (0.39),←,
24,"Stanton, Brent",19y 62d,26 (10-0-16 38.46%),10 (0.38),←,
4,"Watson, Jobe",20y 144d,10 (6-0-4 60.00%),6 (0.60),←,
12,"Welsh, Andrew",22y 141d,73 (37-1-35 51.37%),7 (0.10),←,
Totals,Totals,24y 310d,2225 (1311-18-896 58.92%),2168 (0.97),,
C,"Sheedy, Kevin",57y 190d,583 (370-6-207 63.98%),,←,
