Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
27,"Chick, Daniel",13,4.0,9.0,22,2.0,1.0,,5.0,,,,,5.0,2.0,1.0,,,,,,,,
5,"Collins, Andrew",7,1.0,5.0,12,,,,3.0,,,,,1.0,1.0,,,,,,,,,
3,"Condon, Anthony",14,4.0,8.0,22,1.0,,,1.0,,,,,2.0,3.0,,,,,,,,,
9,"Crawford, Shane",13,1.0,12.0,25,1.0,,,1.0,,,,,2.0,3.0,,,,,,,,,
19,"Dunstall, Jason",6,3.0,3.0,9,3.0,,,,,,,,1.0,1.0,,,,,,,,,
34,"Graham, Mark",11,4.0,5.0,16,1.0,,1.0,3.0,,,,,1.0,1.0,2.0,,,,,,,,
15,"Harford, Daniel",5,1.0,4.0,9,,,,3.0,,,,,1.0,,,,,,,,,,
22,"Hargreaves, Tim",7,3.0,5.0,12,1.0,2.0,,,,,,,1.0,,,,,,,,,,
2,"Holland, Nick",11,8.0,11.0,22,1.0,1.0,5.0,,,,,,2.0,3.0,,,,,,,,,
17,"Hudson, Paul",5,2.0,1.0,6,2.0,1.0,,1.0,,,,,,,,,,,,,,,
1,"Jencke, Ray",5,,1.0,6,,,,,,,,,,5.0,,,,,,,,,
11,"Kappler, Darren",12,5.0,3.0,15,3.0,,,,,,,,,,,,,,,,,,
24,"Langford, Chris",11,2.0,2.0,13,,,1.0,1.0,,,,,,,,,,,,,,,
7,"McCabe, Luke",8,3.0,3.0,11,,,,1.0,,,,,,,,,,,,,,,
44,"Platten, John",16,7.0,4.0,20,,,,2.0,,,,,1.0,,3.0,,,,,,,,
18,"Pritchard, Darrin",14,4.0,,14,,,,,,,,,,1.0,,,,,,,,,
10,"Robran, Jonathon",5,4.0,2.0,7,,,,2.0,,,,,,,,,,,,,,,
4,"Salmon, Paul",5,4.0,6.0,11,1.0,1.0,11.0,1.0,,,,,1.0,1.0,,,,,,,,,
6,"Taylor, Richard",20,6.0,4.0,24,,2.0,,3.0,,,,,1.0,2.0,,,,,,,,,
33,"Treleven, Craig",14,4.0,13.0,27,1.0,,,2.0,,,,,2.0,1.0,,,,,,,,,
30,"Woods, Tony",10,4.0,10.0,20,,,,1.0,,,,,,1.0,,,,,,,,,
Totals,Totals,212,74.0,111.0,323,17.0,8.0,18.0,30.0,,,,,21.0,25.0,6.0,,,,,,,,
Opposition,Opposition,149,51.0,116.0,265,7.0,11.0,28.0,24.0,,,,,25.0,21.0,,,,,,,,,
