Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Sydney Games (W-D-L W%),Sydney Goals (Ave.)
20,"Ablett, Luke",23y 256d,72 (44-0-28 61.11%),19 (0.26),←,
21,"Barry, Leo",29y 78d,189 (110-0-79 58.20%),50 (0.26),←,
42,"Bevan, Paul",21y 312d,45 (28-0-17 62.22%),10 (0.22),←,
6,"Bolton, Craig",26y 66d,120 (74-0-46 61.67%),20 (0.17),91 (57-0-34 62.64%),10 (0.11)
24,"Bolton, Jude",26y 143d,157 (86-1-70 55.10%),77 (0.49),←,
26,"Dempster, Sean",22y 197d,33 (22-0-11 66.67%),3 (0.09),←,
12,"Fosdike, Nic",26y 160d,133 (71-1-61 53.76%),57 (0.43),←,
37,"Goodes, Adam",26y 209d,179 (98-1-80 55.03%),181 (1.01),←,
39,"Grundy, Heath",20y 64d,3 (3-0-0 100.00%),5 (1.67),←,
1,"Hall, Barry",29y 178d,197 (98-2-97 50.25%),476 (2.42),109 (64-1-44 59.17%),332 (3.05)
16,"Jolly, Darren",24y 272d,90 (48-0-42 53.33%),23 (0.26),42 (28-0-14 66.67%),12 (0.29)
17,"Kennelly, Tadhg",25y 35d,116 (71-0-45 61.21%),27 (0.23),←,
31,"Kirk, Brett",29y 284d,141 (80-1-60 57.09%),57 (0.40),←,
9,"Malceski, Nick",21y 355d,15 (14-0-1 93.33%),7 (0.47),←,
3,"McVeigh, Jarrad",21y 120d,51 (31-0-20 60.78%),27 (0.53),←,
5,"OKeefe, Ryan",25y 193d,111 (66-0-45 59.46%),122 (1.10),←,
19,"OLoughlin, Michael",29y 166d,240 (138-2-100 57.92%),401 (1.67),←,
47,"Phillips, Simon",19y 122d,4 (3-0-1 75.00%),1 (0.25),←,
25,"Richards, Ted",23y 206d,49 (29-0-20 59.18%),21 (0.43),16 (10-0-6 62.50%),2 (0.13)
30,"Roberts-Thomson, Lewis",22y 331d,66 (43-0-23 65.15%),7 (0.11),←,
36,"Schmidt, Tim",20y 144d,2 (2-0-0 100.00%),,←,
13,"Schneider, Adam",22y 85d,70 (43-0-27 61.43%),68 (0.97),←,
Totals,Totals,24y 181d,2083 (1202-8-873 57.71%),1659 (0.80),,
C,"Roos, Paul",43y 39d,102 (64-0-38 62.75%),,←,
