Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
23,"Atkins, Simon",11,2,13,24,,1.0,,1.0,,,,,,2.0,,,,,,,,,
35,"Baxter, Darren",19,2,4,23,1,2.0,,,,,,,,1.0,1.0,,,,,,,,
18,"Cameron, Leon",18,2,,18,1,,,,,,,,2.0,1.0,,,,,,,,,
1,"Charles, Justin",7,5,9,16,,2.0,5.0,,,,,,1.0,4.0,,,,,,,,,
11,"Corcoran, Shannon",4,1,2,6,,2.0,,,,,,,,,,,,,,,,,
2,"Cousins, Richard",12,5,5,17,1,1.0,3.0,2.0,,,,,,,,,,,,,,,
12,"Eppelstun, Greg",9,3,4,13,,,,2.0,,,,,4.0,1.0,,,,,,,,,
45,"Ford, Michael",10,5,6,16,,2.0,,3.0,,,,,1.0,2.0,,,,,,,,,
32,"Foster, Peter",10,3,6,16,,,,1.0,,,,,2.0,3.0,,,,,,,,,
29,"Grant, Chris",6,4,1,7,1,4.0,,,,,,,1.0,1.0,,,,,,,,,
7,"Hawkins, Doug",15,10,4,19,3,,,1.0,,,,,,2.0,,,,,,,,,
43,"Hogg, Matthew",3,,1,4,,,,,,,,,,1.0,,,,,,,,,
10,"Hunter, Mark",13,,2,15,,,,5.0,,,,,1.0,,,,,,,,,,
4,"Kellett, Nigel",15,5,11,26,,,,1.0,,,,,,1.0,,,,,,,,,
8,"Kennedy, Rick",5,3,5,10,,,,2.0,,,,,3.0,,,,,,,,,,
21,"Kolyniuk, Steven",7,2,3,10,,3.0,,2.0,,,,,,1.0,,,,,,,,,
39,"Liberatore, Tony",12,,13,25,,2.0,,5.0,,,,,1.0,1.0,,,,,,,,,
27,"Macpherson, Stephen",4,,2,6,,,,,,,,,1.0,,,,,,,,,,
14,"Reynolds, Keenan",8,1,5,13,,,,,,,,,,,,,,,,,,,
15,"Wynd, Scott",8,11,15,23,1,,6.0,2.0,,,,,1.0,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,196,64,111,307,8,21.0,14.0,27.0,,,,,18.0,21.0,1.0,,,,,,,,
Opposition,Opposition,211,69,169,380,16,6.0,18.0,25.0,,,,,21.0,18.0,5.0,,,,,,,,
