Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
29,"Ablett, Gary",12,5,14,26,,,,4.0,2.0,4.0,3.0,2.0,2.0,1.0,,4.0,22.0,,,1.0,1.0,1.0,89.0
3,"Bartel, Jimmy",18,9,13,31,,,,2.0,,1.0,,5.0,2.0,1.0,,9.0,21.0,,,4.0,1.0,,87.0
24,"Blake, Mark",3,2,10,13,,,28.0,1.0,1.0,3.0,1.0,1.0,1.0,4.0,,4.0,9.0,,,,,,74.0
35,"Chapman, Paul",11,5,5,16,1,1.0,,3.0,3.0,1.0,,3.0,2.0,,,5.0,12.0,1.0,1.0,,1.0,1.0,76.0
11,"Corey, Joel",14,6,15,29,,,1.0,4.0,3.0,3.0,,4.0,2.0,1.0,,11.0,18.0,,,2.0,,1.0,83.0
44,"Enright, Corey",12,4,8,20,,,,3.0,,4.0,2.0,1.0,1.0,1.0,,4.0,16.0,,,3.0,,,85.0
15,"Gamble, Ryan",7,4,5,12,1,1.0,,3.0,4.0,1.0,,2.0,2.0,1.0,,7.0,5.0,,3.0,2.0,2.0,,73.0
2,"Harley, Tom",6,1,8,14,,,,1.0,,4.0,1.0,4.0,,2.0,,3.0,11.0,,,7.0,,,87.0
26,"Hawkins, Tom",11,8,4,15,3,,,1.0,,5.0,1.0,6.0,1.0,1.0,,7.0,8.0,3.0,3.0,,,2.0,83.0
8,"Hunt, Josh",13,7,9,22,1,,,1.0,4.0,4.0,4.0,2.0,1.0,,,7.0,15.0,,2.0,2.0,,2.0,74.0
20,"Johnson, Steve",13,5,7,20,4,1.0,,1.0,3.0,4.0,2.0,3.0,2.0,4.0,,9.0,12.0,1.0,3.0,1.0,3.0,2.0,83.0
9,"Kelly, James",7,6,11,18,2,,,2.0,3.0,4.0,2.0,1.0,2.0,1.0,,8.0,10.0,,1.0,,,3.0,92.0
45,"Ling, Cameron",15,6,13,28,1,,,3.0,6.0,1.0,1.0,1.0,1.0,1.0,3.0,11.0,18.0,1.0,,,1.0,1.0,90.0
39,"Milburn, Darren",11,7,8,19,,,,1.0,,,2.0,5.0,1.0,1.0,,4.0,13.0,2.0,,5.0,3.0,1.0,91.0
21,"Mooney, Cameron",8,6,2,10,3,3.0,,,2.0,1.0,,2.0,2.0,4.0,,4.0,6.0,1.0,6.0,,,,85.0
33,"Rooke, Max",6,4,4,10,,,,6.0,6.0,1.0,,,1.0,1.0,,4.0,5.0,1.0,,1.0,1.0,,69.0
30,"Scarlett, Matthew",15,6,9,24,,,,4.0,,2.0,2.0,1.0,,,2.0,5.0,19.0,2.0,,2.0,1.0,,92.0
14,"Selwood, Joel",14,4,7,21,1,,,6.0,3.0,2.0,,2.0,1.0,,,5.0,16.0,,1.0,1.0,,,78.0
27,"Stokes, Mathew",9,6,9,18,2,1.0,,,,4.0,2.0,2.0,,1.0,,6.0,13.0,1.0,1.0,2.0,,1.0,86.0
7,"Taylor, Harry",6,5,11,17,,,,1.0,,,,,,1.0,,6.0,11.0,1.0,,2.0,,,87.0
12,"West, Trent",,3,4,4,,,3.0,1.0,1.0,3.0,,1.0,,,,,4.0,,,2.0,,1.0,62.0
40,"Wojcinski, David",7,4,7,14,2,1.0,,,,3.0,,3.0,,4.0,,2.0,12.0,,,4.0,5.0,,75.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,218,113,183,401,21,10.0,32.0,48.0,41.0,55.0,23.0,51.0,24.0,30.0,5.0,125.0,276.0,14.0,21.0,41.0,19.0,16.0,
Opposition,Opposition,197,94,174,371,13,16.0,33.0,48.0,32.0,55.0,39.0,54.0,31.0,24.0,1.0,126.0,247.0,8.0,19.0,49.0,17.0,12.0,
