Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Adelaide Games (W-D-L W%),Adelaide Goals (Ave.)
18,"Betts, Eddie",27y 227d,200 (83-3-114 42.25%),324 (1.62),16 (8-0-8 50.00%),34 (2.13)
16,"Brown, Luke",21y 292d,40 (20-0-20 50.00%),2 (0.05),←,
2,"Crouch, Brad",20y 178d,19 (9-0-10 47.37%),6 (0.32),←,
32,"Dangerfield, Patrick",24y 97d,125 (64-0-61 51.20%),139 (1.11),←,
26,"Douglas, Richard",27y 155d,149 (76-0-73 51.01%),104 (0.70),←,
45,"Henderson, Ricky",25y 303d,58 (27-0-31 46.55%),39 (0.67),←,
24,"Jacobs, Sam",26y 92d,98 (49-0-49 50.00%),22 (0.22),81 (42-0-39 51.85%),19 (0.23)
10,"Jaensch, Matthew",24y 296d,61 (28-0-33 45.90%),23 (0.38),←,
4,"Jenkins, Josh",25y 153d,42 (23-0-19 54.76%),69 (1.64),←,
29,"Laird, Rory",20y 194d,31 (16-0-15 51.61%),3 (0.10),←,
27,"Lynch, Tom",23y 299d,35 (20-0-15 57.14%),49 (1.40),29 (16-0-13 55.17%),45 (1.55)
36,"Martin, Brodie",25y 247d,29 (14-0-15 48.28%),7 (0.24),←,
22,"Otten, Andy",25y 57d,76 (39-0-37 51.32%),18 (0.24),←,
1,"Podsiadly, James",32y 304d,99 (70-0-29 70.71%),191 (1.93),16 (8-0-8 50.00%),22 (1.38)
40,"Porplyzia, Jason",29y 226d,130 (75-0-55 57.69%),181 (1.39),←,
25,"Rutten, Ben",31y 44d,227 (128-0-99 56.39%),8 (0.04),←,
9,"Sloane, Rory",24y 116d,94 (49-0-45 52.13%),55 (0.59),←,
33,"Smith, Brodie",22y 178d,70 (38-0-32 54.29%),18 (0.26),←,
12,"Talia, Daniel",22y 282d,70 (39-0-31 55.71%),4 (0.06),←,
5,"Thompson, Scott",31y 119d,261 (143-0-118 54.79%),150 (0.57),222 (125-0-97 56.31%),133 (0.60)
13,"Walker, Taylor",24y 77d,78 (40-0-38 51.28%),177 (2.27),←,
11,"Wright, Matthew",24y 209d,73 (38-0-35 52.05%),54 (0.74),←,
Totals,Totals,25y 205d,2065 (1088-3-974 52.69%),1643 (0.80),,
C,"Sanderson, Brenton",40y 134d,63 (36-0-27 57.14%),,←,
