Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Hawthorn Games (W-D-L W%),Hawthorn Goals (Ave.)
17,"Chick, Daniel",21y 117d,33 (16-1-16 50.00%),26 (0.79),←,
23,"Crawford, Justin",20y 79d,26 (15-1-10 59.62%),21 (0.81),9 (4-0-5 44.44%),10 (1.11)
9,"Crawford, Shane",22y 271d,82 (43-1-38 53.05%),70 (0.85),←,
32,"Dixon, Ben",19y 358d,3 (3-0-0 100.00%),4 (1.33),←,
35,"Gibson, Shannon",21y 212d,21 (8-1-12 40.48%),10 (0.48),←,
34,"Graham, Mark",24y 86d,76 (36-1-39 48.03%),21 (0.28),←,
5,"Harford, Daniel",20y 80d,44 (19-0-25 43.18%),21 (0.48),←,
13,"Hassall, Jon",23y 297d,57 (23-2-32 42.11%),13 (0.23),7 (4-0-3 57.14%),1 (0.14)
2,"Holland, Nick",22y 313d,49 (20-1-28 41.84%),50 (1.02),←,
14,"Krummel, Brendan",24y 348d,31 (17-0-14 54.84%),16 (0.52),21 (11-0-10 52.38%),13 (0.62)
12,"Lawrence, Stephen",28y 46d,131 (77-0-54 58.78%),29 (0.22),←,
37,"Lekkas, Angelo",20y 343d,14 (6-0-8 42.86%),1 (0.07),←,
15,"Lord, Aaron",21y 321d,43 (28-1-14 66.28%),27 (0.63),11 (5-0-6 45.45%),8 (0.73)
7,"McCabe, Luke",20y 301d,24 (13-0-11 54.17%),3 (0.13),←,
44,"Platten, John",34y 82d,247 (162-1-84 65.79%),217 (0.88),←,
10,"Robran, Jonathon",24y 229d,28 (13-0-15 46.43%),1 (0.04),←,
4,"Salmon, Paul",32y 138d,238 (136-3-99 57.77%),518 (2.18),29 (13-1-15 46.55%),9 (0.31)
28,"Scott, Brad",21y 35d,11 (5-0-6 45.45%),4 (0.36),←,
6,"Taylor, Richard",23y 328d,42 (20-1-21 48.81%),18 (0.43),←,
8,"Treleven, Craig",26y 358d,32 (15-1-16 48.44%),10 (0.31),←,
30,"Woods, Tony",27y 340d,82 (36-1-45 44.51%),20 (0.24),51 (20-1-30 40.20%),10 (0.20)
Totals,Totals,24y 14d,1314 (711-16-587 54.11%),1100 (0.84),,
C,"Judge, Ken",39y 143d,34 (16-1-17 48.53%),,←,
