Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
9,"Ablett, Gary",31y 352d,280 (151-2-127 54.29%),371 (1.33),88 (27-0-61 30.68%),109 (1.24)
27,"Cameron, Clay",21y 339d,21 (5-0-16 23.81%),5 (0.24),←,
15,"Currie, Daniel",27y 75d,6 (3-0-3 50.00%),3 (0.50),2 (0-0-2 0.00%),
39,"Davis, Ryan",26y 328d,19 (6-0-13 31.58%),6 (0.32),5 (3-0-2 60.00%),2 (0.40)
12,"Day, Sam",23y 237d,84 (26-1-57 31.55%),55 (0.65),←,
2,"Grant, Jarrad",26y 299d,83 (42-0-41 50.60%),84 (1.01),2 (0-0-2 0.00%),1 (0.50)
33,"Hall, Aaron",25y 173d,67 (25-1-41 38.06%),59 (0.88),←,
5,"Harbrow, Jarrod",27y 287d,169 (69-2-98 41.42%),49 (0.29),99 (29-1-69 29.80%),28 (0.28)
28,"Kolodjashnij, Kade",20y 265d,45 (13-1-31 30.00%),10 (0.22),←,
23,"Lemmens, Sean",21y 180d,42 (15-1-26 36.90%),7 (0.17),←,
37,"Lonergan, Jesse",21y 168d,37 (11-1-25 31.08%),4 (0.11),←,
19,"Lynch, Tom",23y 182d,86 (25-1-60 29.65%),148 (1.72),←,
7,"Malceski, Nick",31y 259d,198 (122-3-73 62.37%),73 (0.37),22 (6-1-15 29.55%),6 (0.27)
4,"Martin, Jack",21y 92d,29 (10-1-18 36.21%),31 (1.07),←,
18,"McKenzie, Trent",24y 27d,97 (29-0-68 29.90%),22 (0.23),←,
11,"Miller, Touk",20y 68d,26 (5-1-20 21.15%),8 (0.31),←,
10,"Prestia, Dion",23y 201d,86 (24-0-62 27.91%),28 (0.33),←,
3,"Rosa, Matt",29y 159d,173 (89-1-83 51.73%),40 (0.23),5 (2-0-3 40.00%),1 (0.20)
20,"Schade, Henry",22y 205d,16 (4-1-11 28.13%),,←,
6,"Sexton, Alex",22y 149d,43 (12-0-31 27.91%),25 (0.58),←,
34,"Willis, Mackenzie",20y 267d,1 (0-0-1 0.00%),,←,
30,"Wright, Peter",19y 235d,5 (0-0-5 0.00%),4 (0.80),←,
Totals,Totals,24y 107d,1613 (686-17-910 42.53%),1032 (0.64),,
C,"Eade, Rodney",58y 26d,342 (176-5-161 52.19%),,28 (7-1-20 26.79%),
