Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
4,"Ah Chee, Callum",26y 242d,128 (67-1-60 52.73%),54 (0.42),83 (59-1-23 71.69%),30 (0.36)
31,"Andrews, Harris",27y 179d,198 (94-1-103 47.73%),11 (0.06),←,
43,"Answerth, Noah",24y 306d,65 (44-0-21 67.69%),2 (0.03),←,
33,"Bailey, Zac",24y 258d,125 (81-0-44 64.80%),130 (1.04),←,
7,"Berry, Jarrod",26y 123d,145 (80-1-64 55.52%),62 (0.43),←,
23,"Cameron, Charlie",29y 338d,214 (135-2-77 63.55%),378 (1.77),141 (88-1-52 62.77%),291 (2.06)
3,"Daniher, Joe",30y 95d,189 (92-2-95 49.21%),359 (1.90),81 (52-1-28 64.81%),168 (2.07)
5,"Dunkley, Josh",27y 150d,152 (88-1-63 58.22%),70 (0.46),36 (23-1-12 65.28%),5 (0.14)
28,"Fletcher, Jaspa",20y 104d,26 (16-1-9 63.46%),11 (0.42),←,
30,"Hipwood, Eric",26y 268d,164 (87-1-76 53.35%),246 (1.50),←,
35,"Lester, Ryan",31y 286d,192 (86-1-105 45.05%),47 (0.24),←,
1,"Lohmann, Kai",21y 32d,20 (12-1-7 62.50%),16 (0.80),←,
6,"McCluggage, Hugh",26y 96d,167 (93-1-73 55.99%),103 (0.62),←,
46,"McInerney, Oscar",29y 333d,137 (85-1-51 62.41%),56 (0.41),←,
26,"McKenna, Conor",28y 71d,112 (57-2-53 51.79%),27 (0.24),33 (22-1-10 68.18%),7 (0.21)
13,"Morris, Logan",19y 28d,5 (3-1-1 70.00%),8 (1.60),←,
9,"Neale, Lachie",31y 14d,257 (145-1-111 56.61%),118 (0.46),122 (80-1-41 65.98%),51 (0.42)
40,"Payne, Jack",24y 236d,61 (37-1-23 61.48%),2 (0.03),←,
16,"Rayner, Cam",24y 230d,125 (74-1-50 59.60%),113 (0.90),←,
38,"Reville, Bruce",23y 106d,5 (3-1-1 70.00%),1 (0.20),←,
37,"Starcevich, Brandon",24y 319d,105 (70-0-35 66.67%),6 (0.06),←,
44,"Wilmot, Darcy",20y 159d,41 (26-1-14 64.63%),6 (0.15),←,
15,"Zorko, Dayne",35y 119d,262 (121-1-140 46.37%),231 (0.88),←,
Totals,Totals,26y 114d,2895 (1596-23-1276 55.13%),2057 (0.71),,
C,"Fagan, Chris",62y 350d,174 (97-1-76 56.03%),,←,
