Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
17,"Chick, Daniel",2,,2.0,4,,,,1.0,,,,,,2.0,,,,,,,,,
23,"Crawford, Justin",7,2.0,2.0,9,,,,2.0,,,,,,1.0,,,,,,,,,
9,"Crawford, Shane",9,7.0,12.0,21,,,,1.0,,,,,,,,,,,,,,,
32,"Dixon, Ben",6,3.0,2.0,8,1.0,2.0,,,,,,,,,,,,,,,,,
35,"Gibson, Shannon",4,4.0,,4,3.0,,,2.0,,,,,,1.0,,,,,,,,,
34,"Graham, Mark",16,5.0,8.0,24,1.0,1.0,,3.0,,,,,3.0,,,,,,,,,,
5,"Harford, Daniel",6,4.0,9.0,15,,,,4.0,,,,,2.0,,,,,,,,,,
13,"Hassall, Jon",8,3.0,9.0,17,,1.0,,3.0,,,,,,1.0,,,,,,,,,
2,"Holland, Nick",18,11.0,5.0,23,5.0,3.0,1.0,1.0,,,,,2.0,,2.0,,,,,,,,
14,"Krummel, Brendan",6,5.0,7.0,13,2.0,,2.0,1.0,,,,,,1.0,,,,,,,,,
12,"Lawrence, Stephen",10,4.0,5.0,15,,,1.0,2.0,,,,,2.0,,,,,,,,,,
37,"Lekkas, Angelo",6,4.0,2.0,8,,1.0,,2.0,,,,,,2.0,,,,,,,,,
15,"Lord, Aaron",17,6.0,10.0,27,,,,2.0,,,,,2.0,1.0,,,,,,,,,
7,"McCabe, Luke",13,3.0,3.0,16,,,,1.0,,,,,1.0,,,,,,,,,,
44,"Platten, John",10,2.0,8.0,18,2.0,,,4.0,,,,,2.0,,,,,,,,,,
10,"Robran, Jonathon",1,1.0,1.0,2,,,,,,,,,,,,,,,,,,,
4,"Salmon, Paul",14,9.0,4.0,18,,,21.0,2.0,,,,,,2.0,3.0,,,,,,,,
28,"Scott, Brad",12,3.0,3.0,15,1.0,2.0,,2.0,,,,,2.0,2.0,,,,,,,,,
6,"Taylor, Richard",12,4.0,7.0,19,1.0,1.0,,2.0,,,,,,,,,,,,,,,
8,"Treleven, Craig",7,2.0,7.0,14,,,,2.0,,,,,1.0,1.0,,,,,,,,,
30,"Woods, Tony",9,2.0,4.0,13,,1.0,,2.0,,,,,,1.0,,,,,,,,,
Totals,Totals,193,84.0,110.0,303,16.0,12.0,25.0,39.0,,,,,17.0,15.0,5.0,,,,,,,,
Opposition,Opposition,159,84.0,71.0,230,8.0,7.0,22.0,32.0,,,,,15.0,17.0,1.0,,,,,,,,
