Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
7,"Adcock, Jed",6,2,5,11,1,,,3.0,2.0,3.0,,,1.0,,,3.0,8.0,,,2.0,,,61.0
12,"Akermanis, Jason",10,5,7,17,2,1.0,,7.0,2.0,8.0,2.0,2.0,,1.0,,2.0,15.0,1.0,,3.0,2.0,,89.0
36,"Bradshaw, Daniel",3,2,2,5,2,,,1.0,,1.0,,,1.0,,,3.0,2.0,,2.0,,,1.0,100.0
17,"Brennan, Jared",6,5,5,11,4,1.0,,2.0,,2.0,,2.0,1.0,,,7.0,4.0,2.0,3.0,6.0,,1.0,76.0
19,"Charman, Jamie",3,2,2,5,,,12.0,1.0,2.0,,1.0,2.0,,2.0,,2.0,3.0,1.0,,3.0,,,47.0
30,"Copeland, Robert",7,,10,17,1,,,4.0,1.0,2.0,4.0,2.0,,2.0,,8.0,9.0,,,5.0,,,93.0
18,"Corrie, Anthony",4,3,3,7,,,,4.0,1.0,1.0,,1.0,,1.0,,3.0,3.0,1.0,,1.0,1.0,,90.0
2,"Johnson, Chris",16,6,9,25,,,,4.0,11.0,4.0,2.0,,3.0,,1.0,11.0,11.0,,,2.0,8.0,1.0,96.0
27,"Keating, Clark",7,2,1,8,2,2.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,,,5.0,3.0,1.0,2.0,,,1.0,84.0
44,"Lappin, Nigel",4,1,8,12,1,,,1.0,1.0,,2.0,,1.0,,,4.0,9.0,,,1.0,,,50.0
23,"Leppitsch, Justin",13,6,11,24,,,1.0,3.0,12.0,2.0,,4.0,2.0,1.0,,8.0,17.0,,,5.0,4.0,,100.0
26,"Macdonald, Joel",10,3,9,19,,,,2.0,3.0,3.0,1.0,5.0,,1.0,,3.0,17.0,,,,1.0,2.0,100.0
9,"McGrath, Ashley",3,,2,5,2,,,1.0,,,1.0,,,,,4.0,1.0,,,1.0,,,86.0
25,"McLaren, Dylan",3,2,4,7,,,18.0,,2.0,1.0,1.0,2.0,1.0,2.0,,6.0,3.0,,,5.0,,,57.0
15,"Michael, Mal",4,3,2,6,,,2.0,1.0,1.0,,1.0,2.0,2.0,2.0,,3.0,4.0,,,11.0,,,100.0
8,"Notting, Tim",12,4,9,21,,1.0,,,1.0,3.0,3.0,6.0,,3.0,,8.0,12.0,,1.0,2.0,1.0,1.0,86.0
13,"Pike, Martin",6,5,5,11,2,1.0,1.0,7.0,,2.0,,,,,,4.0,8.0,2.0,2.0,4.0,1.0,,100.0
6,"Power, Luke",15,,12,27,,,,2.0,2.0,6.0,9.0,1.0,1.0,,3.0,13.0,14.0,,,,2.0,1.0,100.0
22,"Scott, Chris",6,4,2,8,,,,,2.0,1.0,,2.0,,2.0,,2.0,6.0,,,4.0,,,89.0
28,"Selwood, Troy",4,1,4,8,,,,6.0,,2.0,3.0,,,,,4.0,4.0,,,3.0,,1.0,44.0
3,"Voss, Michael",16,5,12,28,1,,,3.0,2.0,6.0,6.0,3.0,1.0,2.0,,11.0,17.0,,1.0,2.0,,,80.0
33,"White, Darryl",10,6,12,22,,,2.0,1.0,4.0,2.0,2.0,1.0,,,,10.0,12.0,,,3.0,,2.0,70.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,168,67,136,304,18,8.0,40.0,54.0,50.0,51.0,39.0,36.0,15.0,19.0,4.0,124.0,182.0,8.0,11.0,63.0,20.0,11.0,
Opposition,Opposition,178,73,137,315,13,15.0,38.0,44.0,34.0,60.0,44.0,41.0,19.0,15.0,2.0,135.0,184.0,9.0,14.0,34.0,14.0,7.0,
