Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
10,"Ashcroft, Marcus",16,6,4,20,3,,,5.0,,,,,1.0,,3.0,,,,,,,,
22,"Bain, David",27,4,13,40,2,,,,,,,,3.0,,1.0,,,,,,,,
40,"Davidson, Peter",8,3,10,18,,,,3.0,,,,,1.0,1.0,,,,,,,,,
4,"Gastev, John",12,4,10,22,,,,2.0,,,,,2.0,2.0,,,,,,,,,
5,"Hardie, Brad",13,2,,13,4,2.0,,1.0,,,,,1.0,1.0,,,,,,,,,
32,"Hart, Shaun",9,3,,9,,2.0,,2.0,,,,,1.0,,,,,,,,,,
9,"Ishchenko, Alex",7,10,9,16,,,15.0,1.0,,,,,1.0,3.0,,,,,,,,,
41,"Kennedy, Matthew",,,2,2,,,,,,,,,,,,,,,,,,,
17,"Leslie, Martin",8,6,10,18,,,,,,,,,,1.0,,,,,,,,,
7,"McIvor, Scott",12,9,7,19,2,2.0,,1.0,,,,,,2.0,,,,,,,,,
31,"OKeeffe, David",9,5,6,15,,,,1.0,,,,,,1.0,,,,,,,,,
3,"Reynoldson, Steve",11,7,10,21,,,1.0,,,,,,1.0,,,,,,,,,,
8,"Richardson, Michael",6,3,12,18,,,,1.0,,,,,2.0,,,,,,,,,,
27,"Roberts, Mark",14,2,7,21,,,,,,,,,,3.0,,,,,,,,,
29,"Taylor, Andrew",15,5,9,24,3,2.0,2.0,,,,,,,1.0,,,,,,,,,
18,"Walsh, Phil",9,3,16,25,,,,,,,,,,2.0,,,,,,,,,
46,"Wearne, David",16,4,3,19,,,,1.0,,,,,1.0,2.0,,,,,,,,,
48,"Windsor, Ray",3,,1,4,,,,,,,,,1.0,,,,,,,,,,
37,"Withers, Mark",13,3,8,21,,,,1.0,,,,,1.0,1.0,,,,,,,,,
21,"Zanotti, Mark",6,1,4,10,,,,1.0,,,,,,4.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,214,80,141,355,14,11.0,18.0,20.0,,,,,16.0,24.0,4.0,,,,,,,,
Opposition,Opposition,229,76,113,342,16,14.0,36.0,32.0,,,,,24.0,16.0,2.0,,,,,,,,
