Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
10,"Bateman, Chance",10,3,11,21,,,1.0,2.0,2.0,2.0,1.0,4.0,,1.0,,3.0,19.0,,,,,,76.0
14,"Birchall, Grant",11,6,6,17,,,,2.0,5.0,3.0,1.0,2.0,1.0,,,5.0,11.0,,,5.0,2.0,,85.0
30,"Brown, Campbell",5,3,4,9,,,,3.0,,2.0,1.0,3.0,,2.0,,3.0,6.0,,,2.0,,,80.0
39,"Campbell, Robert",3,,5,8,,,10.0,3.0,2.0,,1.0,1.0,,,,5.0,2.0,,,5.0,,,68.0
16,"Dowler, Beau",10,5,5,15,,1.0,,2.0,,3.0,,2.0,,1.0,,4.0,11.0,,1.0,2.0,,,83.0
8,"Ellis, Xavier",5,2,5,10,,,,4.0,1.0,,,,1.0,,,3.0,7.0,,,,,,60.0
23,"Franklin, Lance",11,8,13,24,4,4.0,,2.0,,,2.0,4.0,,2.0,,15.0,9.0,5.0,5.0,4.0,,,98.0
27,"Gilham, Stephen",4,3,7,11,,,,2.0,1.0,,,2.0,,1.0,,6.0,5.0,1.0,,5.0,,,96.0
18,"Guerra, Brent",12,1,7,19,,,,3.0,4.0,1.0,2.0,5.0,,1.0,,5.0,12.0,,,4.0,,,82.0
15,"Hodge, Luke",16,1,9,25,2,1.0,,3.0,1.0,4.0,6.0,2.0,1.0,,,10.0,15.0,,,5.0,,,88.0
32,"Kennedy, Josh",9,5,5,14,,,,7.0,,2.0,1.0,2.0,,,,3.0,10.0,,,2.0,,,65.0
4,"Ladson, Rick",7,3,7,14,,,,2.0,,1.0,,4.0,2.0,2.0,,5.0,7.0,,,2.0,1.0,,70.0
3,"Lewis, Jordan",15,5,9,24,,,1.0,4.0,4.0,7.0,3.0,1.0,4.0,1.0,,7.0,16.0,,,3.0,1.0,1.0,88.0
21,"McGlynn, Ben",10,4,10,20,,,,5.0,1.0,1.0,4.0,3.0,4.0,1.0,,7.0,12.0,,,1.0,1.0,1.0,81.0
5,"Mitchell, Sam",12,1,14,26,,,,2.0,,3.0,8.0,4.0,4.0,2.0,1.0,10.0,14.0,,,3.0,,1.0,96.0
29,"Murphy, Tom",6,4,7,13,,,,5.0,1.0,,,1.0,1.0,,,6.0,7.0,1.0,,3.0,,,87.0
7,"Osborne, Michael",7,1,4,11,1,,,2.0,,2.0,2.0,1.0,1.0,,,8.0,3.0,1.0,1.0,1.0,,,77.0
33,"Rioli, Cyril",2,,5,7,,1.0,,5.0,,2.0,,1.0,,1.0,,6.0,,,,,,,88.0
2,"Roughead, Jarryd",7,4,5,12,2,1.0,5.0,1.0,,2.0,,3.0,,1.0,,6.0,6.0,,1.0,1.0,,,96.0
12,"Sewell, Brad",14,3,16,30,,,,10.0,1.0,11.0,8.0,5.0,1.0,3.0,3.0,11.0,20.0,,,,,2.0,89.0
26,"Shiels, Liam",10,1,5,15,1,2.0,,8.0,2.0,,3.0,3.0,,1.0,,6.0,6.0,,,,,1.0,76.0
13,"Taylor, Simon",2,4,8,10,,,39.0,3.0,,1.0,2.0,6.0,3.0,5.0,,7.0,4.0,2.0,,4.0,,,70.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,188,67,167,355,10,13.0,56.0,80.0,25.0,47.0,45.0,59.0,23.0,25.0,4.0,141.0,202.0,10.0,8.0,52.0,5.0,6.0,
Opposition,Opposition,206,80,94,300,9,10.0,52.0,111.0,34.0,39.0,41.0,42.0,25.0,23.0,2.0,126.0,165.0,14.0,7.0,62.0,1.0,4.0,
