Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
44,"Bandy, Daniel",21y 258d,33 (14-0-19 42.42%),30 (0.91),←,
21,"Black, Heath",18y 67d,13 (6-0-7 46.15%),6 (0.46),←,
24,"Burton, Matthew",27y 76d,41 (17-0-24 41.46%),16 (0.39),←,
42,"Callaghan, Craig",21y 147d,44 (14-0-30 31.82%),27 (0.61),←,
13,"Chisholm, Scott",24y 67d,46 (19-0-27 41.30%),20 (0.43),←,
31,"Clement, James",20y 333d,29 (11-0-18 37.93%),5 (0.17),←,
19,"Dhurrkay, Gary",23y 152d,37 (15-0-22 40.54%),41 (1.11),←,
37,"Gale, Mark",21y 88d,17 (7-0-10 41.18%),4 (0.24),←,
3,"Harding, Greg",20y 320d,34 (15-0-19 44.12%),1 (0.03),←,
14,"Hunter, Kingsley",22y 68d,26 (10-0-16 38.46%),59 (2.27),←,
11,"Kickett, Dale",29y 91d,105 (47-0-58 44.76%),47 (0.45),59 (24-0-35 40.68%),7 (0.12)
36,"Leach, Quenton",24y 348d,50 (20-0-30 40.00%),25 (0.50),←,
9,"Mann, Peter",26y 330d,93 (38-0-55 40.86%),89 (0.96),54 (20-0-34 37.04%),77 (1.43)
43,"McGovern, Andrew",29y 118d,61 (22-1-38 36.89%),8 (0.13),41 (18-0-23 43.90%),1 (0.02)
10,"OReilly, Stephen",24y 267d,96 (43-0-53 44.79%),9 (0.09),60 (22-0-38 36.67%),4 (0.07)
5,"Parker, Daniel",23y 70d,12 (5-0-7 41.67%),17 (1.42),←,
23,"Parker, Shane",24y 166d,41 (17-0-24 41.46%),3 (0.07),←,
40,"Sinclair, Jess",18y 342d,6 (2-0-4 33.33%),3 (0.50),←,
1,"Toia, Luke",19y 253d,29 (12-0-17 41.38%),21 (0.72),←,
26,"Waterhouse, Clive",23y 41d,22 (10-0-12 45.45%),21 (0.95),←,
4,"Wills, Andrew",25y 212d,106 (61-0-45 57.55%),98 (0.92),47 (21-0-26 44.68%),55 (1.17)
Totals,Totals,23y 147d,941 (405-1-535 43.04%),550 (0.58),,
C,"Neesham, Gerard",42y 235d,62 (24-0-38 38.71%),,←,
