North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
5,"Anderson, Stuart",10,1,2,12,1,,,2.0,,,,,3.0,2.0,,,,,,,,,
11,"Archer, Glenn",6,3,1,7,,,,,,,,,,,,,,,,,,,
26,"Bell, Peter",3,,2,5,,,,,,,,,,,,,,,,,,,
12,"Blakey, John",6,3,4,10,,,,1.0,,,,,1.0,,,,,,,,,,
16,"Capuano, Mathew",2,1,1,3,,,1.0,,,,,,1.0,,,,,,,,,,
18,"Carey, Wayne",9,5,4,13,1,1.0,1.0,1.0,,,,,,2.0,,,,,,,,,
27,"Crocker, Darren",4,3,,4,1,2.0,,,,,,,,,,,,,,,,,
25,"Daniltchenko, Jason",7,4,4,11,5,,,2.0,,,,,,,,,,,,,,,
6,"Fairley, Ian",9,3,1,10,,,,,,,,,1.0,1.0,,,,,,,,,
17,"Freeborn, Glenn",11,2,4,15,1,1.0,,3.0,,,,,2.0,2.0,,,,,,,,,
34,"King, David",17,3,3,20,,,,1.0,,,,,1.0,2.0,2.0,,,,,,,,
7,"Laidley, Dani",9,1,8,17,,,,,,,,,,1.0,,,,,,,,,
4,"Martyn, Mick",6,4,8,14,,,1.0,,,,,,2.0,,,,,,,,,,
31,"McKernan, Corey",9,8,2,11,1,1.0,9.0,2.0,,,,,2.0,2.0,,,,,,,,,
22,"Roberts, Mark",15,9,5,20,,1.0,3.0,1.0,,,,,1.0,1.0,,,,,,,,,
3,"Rock, Anthony",15,6,7,22,,2.0,,1.0,,,,,1.0,2.0,,,,,,,,,
2,"Schwass, Wayne",8,2,6,14,,2.0,,1.0,,,,,1.0,1.0,,,,,,,,,
8,"Scott, Robert",7,1,6,13,1,,,3.0,,,,,1.0,,,,,,,,,,
24,"Sholl, Craig",7,2,,7,1,1.0,1.0,,,,,,,,,,,,,,,,
37,"Simpson, Adam",12,2,4,16,,,1.0,1.0,,,,,1.0,1.0,,,,,,,,,
10,"Stevens, Anthony",17,5,8,25,,1.0,,,,,,,1.0,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,5.0,,,,,,,,,,,,,,,,,
Totals,Totals,189,68,80,269,12,17.0,17.0,19.0,,,,,19.0,18.0,2.0,,,,,,,,
Opposition,Opposition,208,92,118,326,10,9.0,16.0,16.0,,,,,18.0,19.0,4.0,,,,,,,,
