Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Sydney Games (W-D-L W%),Sydney Goals (Ave.)
21,"Barry, Leo",30y 21d,207 (121-0-86 58.45%),53 (0.26),←,
42,"Bevan, Paul",22y 255d,53 (33-0-20 62.26%),11 (0.21),←,
6,"Bolton, Craig",27y 9d,138 (85-0-53 61.59%),23 (0.17),109 (68-0-41 62.39%),13 (0.12)
24,"Bolton, Jude",27y 86d,175 (97-1-77 55.71%),82 (0.47),←,
32,"Buchanan, Amon",24y 242d,81 (49-0-32 60.49%),38 (0.47),←,
2,"Davis, Nick",27y 71d,154 (79-0-75 51.30%),212 (1.38),83 (49-0-34 59.04%),127 (1.53)
26,"Dempster, Sean",23y 140d,47 (32-0-15 68.09%),8 (0.17),←,
10,"Everitt, Peter",33y 37d,263 (99-2-162 38.02%),374 (1.42),11 (6-0-5 54.55%),7 (0.64)
12,"Fosdike, Nic",27y 103d,151 (82-1-68 54.64%),61 (0.40),←,
37,"Goodes, Adam",27y 152d,197 (109-1-87 55.58%),196 (0.99),←,
1,"Hall, Barry",30y 121d,215 (109-2-104 51.16%),517 (2.40),127 (75-1-51 59.45%),373 (2.94)
16,"Jolly, Darren",25y 215d,108 (59-0-49 54.63%),32 (0.30),60 (39-0-21 65.00%),21 (0.35)
17,"Kennelly, Tadhg",25y 343d,131 (81-0-50 61.83%),29 (0.22),←,
31,"Kirk, Brett",30y 227d,159 (91-1-67 57.55%),61 (0.38),←,
9,"Malceski, Nick",22y 298d,33 (25-0-8 75.76%),16 (0.48),←,
4,"Mathews, Ben",28y 192d,184 (102-1-81 55.71%),39 (0.21),←,
3,"McVeigh, Jarrad",22y 63d,69 (42-0-27 60.87%),35 (0.51),←,
5,"OKeefe, Ryan",26y 136d,129 (77-0-52 59.69%),137 (1.06),←,
19,"OLoughlin, Michael",30y 109d,258 (149-2-107 58.14%),441 (1.71),←,
25,"Richards, Ted",24y 149d,67 (40-0-27 59.70%),24 (0.36),34 (21-0-13 61.76%),5 (0.15)
36,"Schmidt, Tim",21y 87d,8 (6-0-2 75.00%),5 (0.63),←,
13,"Schneider, Adam",23y 28d,87 (54-0-33 62.07%),83 (0.95),←,
Totals,Totals,26y 157d,2914 (1621-11-1282 55.63%),2477 (0.85),,
C,"Roos, Paul",43y 347d,120 (75-0-45 62.50%),,←,
