Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
5,"Buckley, Nathan",33y 361d,269 (111-2-156 41.64%),277 (1.03),249 (107-2-140 43.37%),256 (1.03)
17,"Burns, Scott",31y 211d,215 (92-1-122 43.02%),130 (0.60),←,
8,"Clement, James",29y 321d,210 (87-0-123 41.43%),49 (0.23),126 (61-0-65 48.41%),11 (0.09)
32,"Cloke, Travis",19y 139d,25 (11-0-14 44.00%),13 (0.52),←,
19,"Davies, Ben",20y 162d,11 (4-0-7 36.36%),1 (0.09),←,
4,"Didak, Alan",23y 157d,95 (51-0-44 53.68%),136 (1.43),←,
15,"Egan, Chris",19y 269d,17 (6-0-11 35.29%),11 (0.65),←,
25,"Fraser, Josh",24y 198d,129 (67-0-62 51.94%),118 (0.91),←,
6,"Holland, Brodie",26y 200d,140 (59-0-81 42.14%),136 (0.97),104 (51-0-53 49.04%),99 (0.95)
26,"Johnson, Ben",25y 108d,129 (67-0-62 51.94%),27 (0.21),←,
24,"Lockyer, Tarkyn",26y 265d,135 (60-0-75 44.44%),69 (0.51),←,
3,"Lonie, Ryan",23y 140d,112 (57-0-55 50.89%),58 (0.52),←,
7,"Morrison, Chad",28y 115d,169 (84-1-84 50.00%),88 (0.52),21 (7-0-14 33.33%),1 (0.05)
11,"OBree, Shane",27y 129d,161 (77-0-84 47.83%),66 (0.41),142 (68-0-74 47.89%),63 (0.44)
16,"Pendlebury, Scott",18y 196d,7 (3-0-4 42.86%),3 (0.43),←,
35,"Prestigiacomo, Simon",28y 172d,173 (70-0-103 40.46%),3 (0.02),←,
23,"Rocca, Anthony",28y 341d,200 (94-0-106 47.00%),329 (1.64),178 (83-0-95 46.63%),318 (1.79)
39,"Shaw, Heath",20y 237d,21 (10-0-11 47.62%),5 (0.24),←,
36,"Swan, Dane",22y 147d,44 (20-0-24 45.45%),22 (0.50),←,
20,"Tarrant, Chris",25y 307d,156 (73-0-83 46.79%),291 (1.87),←,
13,"Thomas, Dale",19y 31d,14 (9-0-5 64.29%),10 (0.71),←,
14,"Wakelin, Shane",31y 344d,213 (99-2-112 46.95%),19 (0.09),119 (58-0-61 48.74%),
Totals,Totals,25y 107d,2645 (1211-6-1428 45.78%),1861 (0.70),,
C,"Malthouse, Mick",52y 339d,532 (296-4-232 56.02%),,154 (73-0-81 47.40%),
