Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Hawthorn Games (W-D-L W%),Hawthorn Goals (Ave.)
14,"Birchall, Grant",28y 99d,223 (151-1-71 67.94%),31 (0.14),←,
30,"Brand, Kaiden",22y 28d,1 (1-0-0 100.00%),,←,
22,"Breust, Luke",25y 177d,123 (98-0-25 79.67%),241 (1.96),←,
9,"Burgoyne, Shaun",33y 198d,302 (208-1-93 69.04%),245 (0.81),145 (111-1-33 76.90%),74 (0.51)
18,"Ceglar, Jonathon",25y 82d,37 (29-0-8 78.38%),20 (0.54),←,
8,"Duryea, Taylor",25y 12d,70 (55-0-15 78.57%),12 (0.17),←,
6,"Gibson, Josh",32y 54d,196 (127-2-67 65.31%),3 (0.02),131 (98-1-32 75.19%),1 (0.01)
19,"Gunston, Jack",24y 203d,110 (80-0-30 72.73%),236 (2.15),96 (75-0-21 78.13%),216 (2.25)
4,"Hartung, Billy",21y 103d,33 (25-0-8 75.76%),16 (0.48),←,
10,"Hill, Bradley",22y 302d,78 (62-0-16 79.49%),48 (0.62),←,
41,"Howe, Daniel",20y 154d,8 (7-0-1 87.50%),1 (0.13),←,
29,"Langford, Will",23y 308d,39 (29-0-10 74.36%),15 (0.38),←,
3,"Lewis, Jordan",30y 12d,247 (157-1-89 63.77%),136 (0.55),←,
36,"Lovell, Kieran",18y 356d,2 (1-0-1 50.00%),,←,
7,"McEvoy, Ben",26y 300d,130 (78-2-50 60.77%),49 (0.38),39 (27-0-12 69.23%),22 (0.56)
23,"OBrien, Tim",22y 39d,8 (6-0-2 75.00%),5 (0.63),←,
28,"Puopolo, Paul",28y 156d,118 (93-0-25 78.81%),113 (0.96),←,
33,"Rioli, Cyril",26y 297d,164 (114-1-49 69.82%),235 (1.43),←,
26,"Shiels, Liam",25y 7d,129 (97-0-32 75.19%),44 (0.34),←,
21,"Sicily, James",21y 121d,10 (7-0-3 70.00%),16 (1.60),←,
16,"Smith, Isaac",27y 128d,118 (94-0-24 79.66%),105 (0.89),←,
24,"Stratton, Ben",27y 66d,124 (89-1-34 72.18%),1 (0.01),←,
Totals,Totals,25y 146d,2270 (1608-9-653 70.84%),1572 (0.69),,
C,"Clarkson, Alastair",48y 9d,266 (168-1-97 63.35%),,←,
