Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
45,"Bond, Chris",24y 159d,30 (10-0-20 33.33%),11 (0.37),8 (2-0-6 25.00%),3 (0.38)
22,"Bower, Nathan",21y 26d,14 (4-0-10 28.57%),8 (0.57),←,
21,"Bulluss, Paul",23y 162d,12 (4-0-8 33.33%),5 (0.42),←,
9,"Campbell, Wayne",20y 284d,45 (14-0-31 31.11%),31 (0.69),←,
44,"Daffy, Nick",20y 54d,6 (2-0-4 33.33%),,←,
37,"Esler, Ty",21y 297d,5 (1-0-4 20.00%),,←,
30,"Free, Tony",24y 7d,101 (31-0-70 30.69%),32 (0.32),←,
25,"Gale, Brendon",24y 351d,71 (22-0-49 30.99%),60 (0.85),←,
34,"Hogg, Jeff",26y 262d,136 (41-0-95 30.15%),291 (2.14),←,
48,"Kellaway, Duncan",20y 137d,7 (3-0-4 42.86%),,←,
33,"Knights, Matthew",22y 272d,101 (30-0-71 29.70%),72 (0.71),←,
4,"Lambert, Craig",24y 272d,115 (33-0-82 28.70%),53 (0.46),←,
5,"Lennon, Bruce",22y 215d,23 (6-0-17 26.09%),4 (0.17),←,
26,"Leys, Brian",25y 147d,95 (31-0-64 32.63%),17 (0.18),←,
27,"Maxfield, Stuart",21y 86d,40 (9-0-31 22.50%),24 (0.60),←,
28,"McQueen, Mark",23y 176d,29 (7-0-22 24.14%),12 (0.41),←,
6,"Naish, Chris",21y 280d,58 (16-0-42 27.59%),87 (1.50),←,
12,"Richardson, Matthew",18y 107d,7 (3-0-4 42.86%),12 (1.71),←,
8,"Ryan, Stephen",22y 363d,42 (12-0-30 28.57%),38 (0.90),←,
3,"Weightman, Dale",33y 274d,271 (118-2-151 43.91%),344 (1.27),←,
Totals,Totals,23y 87d,1208 (397-2-809 32.86%),1101 (0.91),,
C,"Northey, John",50y 5d,201 (100-1-100 50.00%),,12 (4-0-8 33.33%),
