Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Geelong Games (W-D-L W%),Geelong Goals (Ave.)
30,"Atkins, Tom",25y 225d,42 (27-0-15 64.29%),9 (0.21),←,
24,"Bews, Jed",27y 138d,110 (64-2-44 59.09%),13 (0.12),←,
46,"Blicavs, Mark",30y 34d,186 (122-2-62 66.13%),41 (0.22),←,
5,"Cameron, Jeremy",28y 30d,173 (78-3-92 45.95%),433 (2.50),2 (1-0-1 50.00%),6 (3.00)
6,"Clark, Jordan",20y 197d,28 (18-0-10 64.29%),15 (0.54),←,
45,"Close, Brad",22y 275d,12 (8-0-4 66.67%),6 (0.50),←,
40,"Dahlhaus, Luke",28y 253d,201 (101-0-100 50.25%),134 (0.67),47 (31-0-16 65.96%),24 (0.51)
22,"Duncan, Mitch",29y 325d,228 (162-1-65 71.27%),164 (0.72),←,
29,"Guthrie, Cameron",28y 255d,189 (123-2-64 65.61%),60 (0.32),←,
39,"Guthrie, Zach",22y 305d,24 (12-1-11 52.08%),2 (0.08),←,
26,"Hawkins, Tom",32y 284d,284 (201-2-81 71.13%),617 (2.17),←,
25,"Henderson, Lachie",31y 138d,192 (99-2-91 52.08%),116 (0.60),75 (49-1-25 66.00%),12 (0.16)
38,"Henry, Jack",22y 245d,72 (46-0-26 63.89%),14 (0.19),←,
27,"Menegola, Sam",29y 55d,91 (57-1-33 63.19%),69 (0.76),←,
32,"Miers, Gryan",22y 32d,53 (35-0-18 66.04%),54 (1.02),←,
19,"Narkle, Quinton",23y 149d,19 (9-0-10 47.37%),10 (0.53),←,
3,"Parfitt, Brandan",23y 4d,78 (54-0-24 69.23%),36 (0.46),←,
23,"Rohan, Gary",29y 328d,149 (99-1-49 66.78%),151 (1.01),43 (29-0-14 67.44%),55 (1.28)
14,"Selwood, Joel",32y 340d,317 (230-1-86 72.71%),164 (0.52),←,
7,"Smith, Isaac",32y 122d,217 (148-1-68 68.43%),170 (0.78),7 (4-0-3 57.14%),5 (0.71)
1,"Stanley, Rhys",30y 151d,151 (82-1-68 54.64%),97 (0.64),93 (61-1-31 66.13%),57 (0.61)
44,"Stewart, Tom",28y 47d,93 (60-0-33 64.52%),3 (0.03),←,
2,"Tuohy, Zach",31y 142d,211 (104-2-105 49.76%),71 (0.34),91 (56-1-34 62.09%),31 (0.34)
Totals,Totals,27y 209d,3120 (1939-22-1159 62.15%),2449 (0.78),,
C,"Scott, Chris",44y 363d,243 (166-2-75 68.72%),,←,
