Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
10,"Brayshaw, Angus",7,3,7,14,,,,1.0,1.0,,2.0,3.0,,,,9.0,5.0,,,,,,83.0
50,"Brown, Ben",7,6,2,9,3,,1.0,,,1.0,,1.0,,,,4.0,5.0,2.0,4.0,1.0,,,81.0
37,"Chandler, Kade",,,,,,,,,,,,,,,,,,,,,,,
31,"Fritsch, Bayley",5,2,4,9,,1.0,,,,,,1.0,,,,2.0,7.0,,,2.0,,,82.0
11,"Gawn, Max",8,3,8,16,,1.0,44.0,3.0,1.0,,3.0,1.0,3.0,,,6.0,10.0,1.0,1.0,5.0,,,84.0
4,"Harmes, James",7,3,24,31,,,,7.0,6.0,3.0,5.0,6.0,,2.0,,21.0,11.0,,,2.0,,1.0,75.0
14,"Hibberd, Michael",7,2,9,16,,,,2.0,2.0,2.0,,1.0,2.0,,,7.0,9.0,,,1.0,,,76.0
29,"Hunt, Jayden",5,,5,10,,,,3.0,4.0,1.0,1.0,3.0,1.0,,,3.0,5.0,,,1.0,2.0,,76.0
6,"Jackson, Luke",4,1,7,11,,,7.0,4.0,,2.0,1.0,1.0,1.0,,,6.0,5.0,,,2.0,,,70.0
23,"Jordon, James",10,2,13,23,,,,8.0,1.0,3.0,2.0,6.0,1.0,,,13.0,11.0,,,,,,71.0
15,"Langdon, Ed",15,5,9,24,,,,5.0,3.0,3.0,,3.0,1.0,1.0,,4.0,21.0,,,3.0,,,98.0
8,"Lever, Jake",7,1,2,9,,,,,3.0,1.0,,3.0,1.0,1.0,,4.0,2.0,,,8.0,,,100.0
1,"May, Steven",9,3,6,15,,,,2.0,6.0,1.0,3.0,2.0,,,,6.0,6.0,,,8.0,,,100.0
25,"McDonald, Tom",13,5,5,18,4,,1.0,1.0,,1.0,,3.0,1.0,1.0,2.0,5.0,13.0,1.0,2.0,2.0,,2.0,83.0
18,"Melksham, Jake",4,3,8,12,1,,,3.0,,3.0,,2.0,,1.0,,3.0,9.0,,1.0,,,,71.0
30,"Neal-Bullen, Alex",9,2,7,16,,,,8.0,2.0,4.0,2.0,1.0,1.0,,,3.0,13.0,,1.0,3.0,,1.0,74.0
13,"Oliver, Clayton",15,1,20,35,,,,5.0,5.0,4.0,10.0,6.0,,2.0,3.0,19.0,17.0,,,1.0,,,87.0
5,"Petracca, Christian",16,,12,28,1,1.0,,8.0,1.0,6.0,5.0,10.0,,5.0,,17.0,12.0,,,1.0,,,89.0
35,"Petty, Harry",6,5,4,10,,,,1.0,1.0,,,2.0,1.0,1.0,,4.0,7.0,,,4.0,,,83.0
36,"Pickett, Kysaiah",6,2,3,9,,1.0,,6.0,1.0,3.0,1.0,1.0,1.0,,,4.0,5.0,,,,,,83.0
24,"Rivers, Trent",8,3,9,17,,,,3.0,3.0,1.0,1.0,2.0,,1.0,,6.0,10.0,,,3.0,,,69.0
3,"Salem, Christian",19,4,8,27,,,,3.0,9.0,5.0,1.0,4.0,,2.0,,10.0,11.0,,,,1.0,2.0,96.0
9,"Spargo, Charlie",6,,7,13,1,,,3.0,,2.0,,1.0,1.0,,,3.0,11.0,,,1.0,,1.0,69.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,193,56,179,372,10,7.0,53.0,76.0,49.0,46.0,37.0,63.0,15.0,17.0,5.0,159.0,205.0,4.0,9.0,48.0,3.0,7.0,
Opposition,Opposition,234,87,146,380,8,10.0,28.0,92.0,36.0,58.0,39.0,60.0,17.0,15.0,1.0,165.0,211.0,11.0,6.0,56.0,6.0,6.0,
