Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
30,"Adams, Taylor",11,1.0,4.0,15,,,,5,2.0,2.0,7.0,1.0,1.0,,,11.0,2,,,1.0,,,77.0
10,"Brogan, Dean",7,,2.0,9,,,29.0,2,3.0,1.0,4.0,4.0,1.0,2.0,,8.0,2,,,5.0,,,84.0
14,"Bugg, Tomas",10,3.0,7.0,17,,,,8,2.0,1.0,2.0,2.0,3.0,2.0,,9.0,7,,,,,,85.0
18,"Cameron, Jeremy",12,5.0,1.0,13,3.0,,,4,,9.0,,2.0,3.0,1.0,,9.0,3,4.0,2.0,1.0,,2.0,89.0
11,"Cornes, Chad",15,8.0,8.0,23,,,,2,7.0,1.0,1.0,7.0,2.0,3.0,,10.0,12,3.0,,9.0,,,94.0
13,"Darley, Sam",12,3.0,4.0,16,,,,3,5.0,,1.0,2.0,3.0,,,5.0,9,,,3.0,,,86.0
1,"Davis, Phil",16,7.0,7.0,23,,,3.0,3,3.0,,2.0,6.0,2.0,4.0,,11.0,12,1.0,,10.0,,,97.0
22,"Edwards, Shaun",9,2.0,5.0,14,,1.0,,3,4.0,,2.0,2.0,,,,7.0,5,,,5.0,,,77.0
35,"Greene, Toby",13,1.0,11.0,24,2.0,,,4,2.0,3.0,2.0,4.0,1.0,2.0,,14.0,10,,,1.0,,,85.0
38,"McDonald, James",6,3.0,2.0,8,1.0,,,9,2.0,,,2.0,3.0,1.0,,6.0,3,,1.0,,,1.0,84.0
39,"Mohr, Tim",12,1.0,3.0,15,,,,2,9.0,,,3.0,1.0,,,3.0,6,,,12.0,,,96.0
7,"Palmer, Rhys",10,2.0,3.0,13,2.0,,,4,2.0,1.0,2.0,2.0,,2.0,,8.0,4,1.0,1.0,2.0,,,84.0
12,"Patton, Jonathon",5,4.0,2.0,7,1.0,,,2,,2.0,,,1.0,,,7.0,1,3.0,1.0,1.0,,1.0,81.0
27,"Phillips, Andrew",3,1.0,1.0,4,1.0,,13.0,2,,3.0,1.0,,1.0,,,2.0,2,,,4.0,,,78.0
6,"Power, Luke",10,1.0,6.0,16,,,,6,2.0,,1.0,1.0,1.0,,,5.0,11,,,1.0,,,92.0
45 ↑,"Schulz, Sam",3,1.0,,3,1.0,,,2,1.0,1.0,,,,,,,2,,1.0,,,,21.0
9,"Scully, Tom",8,2.0,12.0,20,,,,4,1.0,2.0,3.0,4.0,1.0,3.0,,12.0,8,,,1.0,,,89.0
5,"Shiel, Dylan",6,1.0,5.0,11,1.0,,,9,1.0,1.0,3.0,3.0,1.0,,,5.0,5,1.0,,2.0,,,81.0
34,"Smith, Devon",5,1.0,3.0,8,,,,3,,1.0,1.0,,1.0,,,6.0,2,,,1.0,,,81.0
17,"Treloar, Adam",3,1.0,3.0,6,,,,3,,1.0,,5.0,,3.0,,2.0,3,,,,,,85.0
8,"Ward, Callan",12,,8.0,20,,1.0,1.0,5,1.0,4.0,4.0,,1.0,,,11.0,9,,,,1.0,2.0,87.0
42 ↓,"Whiley, Mark",5,3.0,4.0,9,,,,2,1.0,2.0,,2.0,,1.0,,3.0,6,,,1.0,,,67.0
Totals,Totals,193,51.0,101.0,294,12.0,2.0,46.0,87,48.0,35.0,36.0,52.0,27.0,24.0,,154.0,124,13.0,6.0,60.0,1.0,6.0,
Opposition,Opposition,220,53.0,131.0,351,11.0,20.0,43.0,68,22.0,66.0,48.0,52.0,24.0,27.0,6.0,191.0,156,7.0,9.0,55.0,3.0,4.0,
