Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Kangaroos Games (W-D-L W%),Kangaroos Goals (Ave.)
11,"Archer, Glenn",31y 108d,246 (150-0-96 60.98%),131 (0.53),←,
16,"Brown, Leigh",22y 138d,100 (38-1-61 38.50%),42 (0.42),37 (19-1-17 52.70%),22 (0.59)
2,"Colbert, Leigh",29y 33d,185 (105-2-78 57.30%),64 (0.35),80 (43-1-36 54.38%),14 (0.17)
24,"Firrito, Michael",20y 226d,14 (8-0-6 57.14%),4 (0.29),←,
6,"Grant, Shannon",27y 82d,207 (120-2-85 58.45%),228 (1.10),149 (88-1-60 59.40%),190 (1.28)
39,"Harding, Leigh",23y 75d,51 (27-1-23 53.92%),80 (1.57),←,
4,"Harris, Daniel",22y 61d,40 (21-1-18 53.75%),13 (0.32),←,
29,"Harvey, Brent",26y 57d,165 (99-1-65 60.30%),202 (1.22),←,
21,"Jones, Corey",23y 135d,51 (24-0-27 47.06%),50 (0.98),←,
34,"King, David",32y 125d,234 (143-1-90 61.32%),145 (0.62),←,
35,"Makepeace, Troy",25y 126d,98 (51-1-46 52.55%),24 (0.24),←,
19,"Motlop, Daniel",22y 116d,37 (15-1-21 41.89%),43 (1.16),←,
20,"Petrie, Drew",21y 269d,56 (27-1-28 49.11%),50 (0.89),←,
17,"Porter, Mark",27y 273d,107 (56-1-50 52.80%),20 (0.19),52 (28-1-23 54.81%),7 (0.13)
3,"Rawlings, Brady",23y 30d,85 (49-0-36 57.65%),36 (0.42),←,
26,"Rocca, Saverio",30y 233d,221 (103-3-115 47.29%),666 (3.01),65 (33-1-31 51.54%),152 (2.34)
7,"Simpson, Adam",28y 145d,195 (121-1-73 62.31%),65 (0.33),←,
9,"Sinclair, Jess",25y 319d,113 (41-1-71 36.73%),55 (0.49),63 (28-1-34 45.24%),29 (0.46)
10,"Stevens, Anthony",33y 8d,285 (171-1-113 60.18%),126 (0.44),←,
12,"Stevens, Michael",23y 246d,34 (18-0-16 52.94%),5 (0.15),17 (10-0-7 58.82%),2 (0.12)
36,"Watt, Shannon",23y 227d,62 (32-1-29 52.42%),4 (0.06),←,
8,"Wells, Daniel",19y 158d,33 (18-1-14 56.06%),19 (0.58),←,
Totals,Totals,25y 211d,2619 (1437-21-1161 54.87%),2072 (0.79),,
C,"Laidley, Dani",37y 105d,37 (19-1-17 52.70%),,←,
