Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
32,"Bell, Peter",29y 158d,226 (128-0-98 56.64%),199 (0.88),103 (44-0-59 42.72%),79 (0.77)
21,"Black, Heath",26y 70d,142 (50-0-92 35.21%),66 (0.46),88 (28-0-60 31.82%),47 (0.53)
2,"Carr, Josh",25y 99d,124 (87-1-36 70.56%),71 (0.57),19 (10-0-9 52.63%),11 (0.58)
9,"Carr, Matthew",26y 220d,113 (42-1-70 37.61%),50 (0.44),85 (35-0-50 41.18%),48 (0.56)
10,"Cook, Troy",28y 359d,166 (76-0-90 45.78%),62 (0.37),123 (52-0-71 42.28%),51 (0.41)
15,"Crowley, Ryan",21y 154d,9 (6-0-3 66.67%),9 (1.00),←,
25,"Dodd, Steven",22y 47d,15 (7-0-8 46.67%),,←,
33,"Farmer, Jeff",28y 43d,196 (90-0-106 45.92%),381 (1.94),78 (38-0-40 48.72%),122 (1.56)
14,"Grover, Antoni",25y 148d,91 (40-0-51 43.96%),14 (0.15),←,
4,"Hasleby, Paul",24y 55d,127 (53-0-74 41.73%),84 (0.66),←,
11,"Headland, Des",24y 197d,108 (71-0-37 65.74%),106 (0.98),56 (31-0-25 55.36%),54 (0.96)
20,"Longmuir, Justin",24y 197d,118 (48-0-70 40.68%),146 (1.24),←,
18,"McPharlin, Luke",23y 248d,67 (37-0-30 55.22%),40 (0.60),55 (29-0-26 52.73%),37 (0.67)
34,"Medhurst, Paul",23y 238d,84 (43-0-41 51.19%),152 (1.81),←,
16,"Mundy, David",20y 17d,14 (8-0-6 57.14%),1 (0.07),←,
23,"Parker, Shane",32y 169d,203 (76-0-127 37.44%),10 (0.05),←,
29,"Pavlich, Matthew",23y 218d,125 (52-0-73 41.60%),162 (1.30),←,
12,"Polak, Graham",21y 51d,61 (33-0-28 54.10%),5 (0.08),←,
31,"Sandilands, Aaron",22y 243d,54 (31-0-23 57.41%),12 (0.22),←,
3,"Schammer, Byron",20y 46d,50 (29-0-21 58.00%),17 (0.34),←,
22,"Thornton, Scott",22y 329d,34 (18-0-16 52.94%),,←,
19,"Walker, James",26y 203d,130 (53-0-77 40.77%),13 (0.10),←,
Totals,Totals,24y 259d,2257 (1078-2-1177 47.76%),1600 (0.71),,
C,"Connolly, Chris",42y 134d,87 (45-0-42 51.72%),,86 (44-0-42 51.16%),
