Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
10,"Brayshaw, Angus",20y 204d,27 (10-0-17 37.04%),8 (0.30),←,
6,"Dawes, Chris",28y 76d,121 (65-1-55 54.13%),130 (1.07),50 (11-0-39 22.00%),47 (0.94)
17,"Frost, Sam",22y 338d,36 (12-0-24 33.33%),6 (0.17),15 (7-0-8 46.67%),4 (0.27)
36,"Garlett, Jeff",26y 363d,143 (70-1-72 49.30%),248 (1.73),36 (13-0-23 36.11%),65 (1.81)
11,"Gawn, Max",24y 214d,57 (17-0-40 29.82%),32 (0.56),←,
43,"Harmes, James",20y 300d,24 (10-0-14 41.67%),15 (0.63),←,
1,"Hogan, Jesse",21y 170d,38 (14-0-24 36.84%),83 (2.18),←,
29,"Hunt, Jayden",21y 119d,15 (7-0-8 46.67%),1 (0.07),←,
39,"Jetta, Neville",26y 170d,90 (23-2-65 26.67%),21 (0.23),←,
45,"Jones, Matt",28y 287d,60 (12-0-48 20.00%),11 (0.18),←,
2,"Jones, Nathan",28y 193d,219 (56-3-160 26.26%),104 (0.47),←,
16,"Kent, Dean",22y 158d,49 (13-0-36 26.53%),47 (0.96),←,
28,"McDonald, Oscar",20y 135d,13 (6-0-7 46.15%),,←,
25,"McDonald, Tom",23y 317d,100 (26-0-74 26.00%),8 (0.08),←,
5,"Petracca, Christian",20y 209d,13 (5-0-8 38.46%),11 (0.85),←,
15,"Stretch, Billy",19y 327d,23 (8-0-15 34.78%),4 (0.17),←,
12,"Tyson, Dom",23y 53d,67 (17-0-50 25.37%),34 (0.51),54 (16-0-38 29.63%),30 (0.56)
37,"Vandenberg, Aaron",24y 150d,24 (9-0-15 37.50%),14 (0.58),←,
23,"Vince, Bernie",30y 303d,189 (85-0-104 44.97%),109 (0.58),60 (17-0-43 28.33%),29 (0.48)
7,"Viney, Jack",22y 109d,66 (18-0-48 27.27%),19 (0.29),←,
42,"Wagner, Josh",22y 37d,14 (6-0-8 42.86%),,←,
4,"Watts, Jack",25y 127d,133 (36-2-95 27.82%),117 (0.88),←,
Totals,Totals,23y 331d,1521 (525-9-987 34.52%),1022 (0.67),,
C,"Roos, Paul",53y 34d,264 (135-2-127 51.52%),,62 (19-0-43 30.65%),
