Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
10,"Brayshaw, Angus",26y 243d,143 (78-1-64 54.90%),47 (0.33),←,
50,"Brown, Ben",29y 293d,162 (89-1-72 55.25%),342 (2.11),32 (23-1-8 73.44%),55 (1.72)
31,"Fritsch, Bayley",25y 277d,109 (64-1-44 59.17%),173 (1.59),←,
11,"Gawn, Max",30y 253d,181 (87-1-93 48.34%),88 (0.49),←,
4,"Harmes, James",26y 339d,143 (76-0-67 53.15%),77 (0.54),←,
14,"Hibberd, Michael",32y 249d,185 (93-2-90 50.81%),14 (0.08),101 (53-1-47 52.97%),3 (0.03)
29,"Hunt, Jayden",27y 159d,114 (61-1-52 53.95%),43 (0.38),←,
6,"Jackson, Luke",20y 345d,52 (37-1-14 72.12%),30 (0.58),←,
15,"Langdon, Ed",26y 220d,132 (69-1-62 52.65%),61 (0.46),64 (44-1-19 69.53%),28 (0.44)
8,"Lever, Jake",26y 188d,136 (87-1-48 64.34%),4 (0.03),80 (49-1-30 61.88%),1 (0.01)
1,"May, Steven",30y 242d,193 (83-2-108 43.52%),23 (0.12),70 (45-1-24 65.00%),2 (0.03)
18,"Melksham, Jake",31y 11d,208 (107-1-100 51.68%),160 (0.77),94 (55-0-39 58.51%),103 (1.10)
30,"Neal-Bullen, Alex",26y 243d,128 (74-1-53 58.20%),88 (0.69),←,
13,"Oliver, Clayton",25y 49d,147 (84-1-62 57.48%),45 (0.31),←,
5,"Petracca, Christian",26y 248d,151 (84-1-66 55.96%),142 (0.94),←,
35,"Petty, Harry",22y 301d,48 (26-1-21 55.21%),7 (0.15),←,
36,"Pickett, Kysaiah",21y 99d,62 (42-1-19 68.55%),88 (1.42),←,
24,"Rivers, Trent",21y 41d,52 (38-1-13 74.04%),5 (0.10),←,
3,"Salem, Christian",27y 56d,143 (72-1-70 50.70%),25 (0.17),←,
44,"Smith, Joel",26y 196d,28 (16-0-12 57.14%),1 (0.04),←,
9,"Spargo, Charlie",22y 288d,83 (56-1-26 68.07%),52 (0.63),←,
32,"Sparrow, Tom",22y 101d,51 (34-1-16 67.65%),17 (0.33),←,
7,"Viney, Jack",28y 149d,172 (74-1-97 43.31%),48 (0.28),←,
Totals,Totals,26y 136d,2823 (1531-23-1269 54.23%),1580 (0.56),,
C,"Goodwin, Simon",45y 257d,135 (77-1-57 57.41%),,134 (77-1-56 57.84%),
