Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
6,"Caldwell, Jye",10,2,13,23,1,,,1.0,3.0,4.0,3.0,2.0,,1.0,,9.0,14.0,,,1.0,,2.0,73.0
2,"Draper, Sam",5,3,6,11,1,,18.0,1.0,,3.0,4.0,5.0,3.0,3.0,,7.0,5.0,1.0,,4.0,,,71.0
22,"Durham, Sam",9,7,9,18,1,1.0,,1.0,,,1.0,3.0,1.0,2.0,,4.0,16.0,,2.0,,2.0,1.0,78.0
35,"Guelfi, Matt",10,2,11,21,1,1.0,,2.0,1.0,6.0,2.0,8.0,2.0,3.0,,9.0,9.0,,,1.0,1.0,1.0,85.0
33,"Ham, Brayden",5,2,2,7,,,,,2.0,1.0,,1.0,,,,3.0,4.0,,,,,,84.0
21,"Heppell, Dyson",15,7,10,25,,,,2.0,5.0,3.0,,3.0,2.0,1.0,,9.0,15.0,1.0,,3.0,1.0,,77.0
19,"Hind, Nick",20,8,4,24,,,,2.0,4.0,4.0,1.0,3.0,,,,6.0,17.0,,,,3.0,1.0,80.0
29,"Kelly, Jake",9,8,1,10,,,,1.0,1.0,,,3.0,1.0,1.0,,4.0,6.0,3.0,,6.0,,,100.0
15,"Laverde, Jayden",9,9,7,16,,,,,5.0,1.0,,1.0,,1.0,,2.0,14.0,,,6.0,,,88.0
37,"Martin, Nic",12,2,10,22,1,1.0,,1.0,2.0,5.0,3.0,1.0,,,,6.0,15.0,,,1.0,,2.0,90.0
1,"McGrath, Andrew",13,4,12,25,,,,7.0,1.0,4.0,4.0,3.0,3.0,1.0,,10.0,15.0,,1.0,,2.0,1.0,86.0
3,"Parish, Darcy",14,3,24,38,,,,3.0,1.0,5.0,8.0,5.0,1.0,,3.0,17.0,22.0,,,3.0,,1.0,78.0
16,"Perkins, Archie",7,2,3,10,2,1.0,,3.0,,2.0,3.0,4.0,1.0,2.0,,3.0,5.0,,1.0,,,,86.0
34,"Phillips, Andrew",5,2,3,8,1,,26.0,3.0,,2.0,,3.0,2.0,3.0,,7.0,2.0,2.0,1.0,3.0,,,76.0
27,"Redman, Mason",16,5,3,19,1,,,4.0,4.0,7.0,1.0,3.0,2.0,,,7.0,10.0,,,3.0,1.0,,79.0
14,"Ridley, Jordan",14,6,4,18,,,,1.0,6.0,2.0,1.0,3.0,,1.0,,4.0,10.0,,,2.0,,,86.0
9,"Shiel, Dylan",12,4,9,21,,1.0,,3.0,,6.0,6.0,3.0,3.0,2.0,,6.0,14.0,,,,,2.0,73.0
5 ↑,"Smith, Devon",7,2,5,12,1,1.0,,4.0,,2.0,1.0,3.0,1.0,1.0,,8.0,4.0,1.0,1.0,,1.0,2.0,45.0
11 ↓,"Snelling, Will",3,2,2,5,,,,3.0,,1.0,1.0,1.0,,,,3.0,2.0,,,2.0,,,34.0
40,"Wanganeen, Tex",2,1,,2,,,,3.0,,,,2.0,,,,,2.0,,,1.0,,,66.0
45,"Waterman, Alec",7,5,3,10,2,1.0,,1.0,,2.0,,2.0,,2.0,,4.0,6.0,1.0,3.0,1.0,,,79.0
20,"Wright, Peter",10,9,,10,3,2.0,,1.0,,3.0,,1.0,1.0,1.0,,5.0,7.0,3.0,5.0,5.0,,,97.0
30,"Zerk-Thatcher, Brandon",7,5,3,10,,,,,2.0,2.0,,2.0,1.0,1.0,,3.0,8.0,,,8.0,,,91.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,221,100,144,365,15,13.0,44.0,47.0,37.0,65.0,39.0,65.0,24.0,26.0,3.0,136.0,222.0,12.0,14.0,50.0,11.0,13.0,
Opposition,Opposition,211,81,162,373,15,9.0,25.0,45.0,50.0,53.0,40.0,77.0,26.0,24.0,3.0,157.0,212.0,8.0,7.0,53.0,5.0,10.0,
