Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
24,"Adams, Marcus",28y 358d,68 (43-0-25 63.24%),5 (0.07),41 (29-0-12 70.73%),1 (0.02)
4,"Ah Chee, Callum",24y 257d,97 (47-0-50 48.45%),38 (0.39),52 (39-0-13 75.00%),14 (0.27)
31,"Andrews, Harris",25y 194d,150 (63-0-87 42.00%),10 (0.07),←,
43,"Answerth, Noah",22y 321d,42 (30-0-12 71.43%),2 (0.05),←,
7,"Berry, Jarrod",24y 138d,99 (51-0-48 51.52%),44 (0.44),←,
13,"Berry, Tom",21y 53d,20 (15-0-5 75.00%),3 (0.15),←,
23,"Cameron, Charlie",27y 353d,165 (104-1-60 63.33%),278 (1.68),92 (57-0-35 61.96%),191 (2.08)
18,"Coleman, Keidean",22y 84d,32 (21-0-11 65.63%),11 (0.34),←,
3,"Daniher, Joe",28y 111d,141 (62-1-78 44.33%),260 (1.84),33 (22-0-11 66.67%),69 (2.09)
30,"Hipwood, Eric",24y 283d,116 (56-0-60 48.28%),167 (1.44),←,
17,"Lyons, Jarryd",29y 336d,173 (100-0-73 57.80%),83 (0.48),81 (56-0-25 69.14%),34 (0.42)
11,"McCarthy, Lincoln",28y 244d,108 (77-0-31 71.30%),117 (1.08),79 (54-0-25 68.35%),92 (1.16)
6,"McCluggage, Hugh",24y 112d,119 (63-0-56 52.94%),72 (0.61),←,
46,"McInerney, Oscar",27y 348d,92 (57-0-35 61.96%),42 (0.46),←,
25,"McStay, Daniel",26y 364d,151 (71-0-80 47.02%),127 (0.84),←,
9,"Neale, Lachie",29y 30d,209 (114-0-95 54.55%),110 (0.53),74 (49-0-25 66.22%),43 (0.58)
40,"Payne, Jack",22y 251d,19 (9-0-10 47.37%),2 (0.11),←,
16,"Rayner, Cam",22y 245d,77 (44-0-33 57.14%),70 (0.91),←,
10,"Rich, Daniel",32y 16d,260 (110-1-149 42.50%),114 (0.44),←,
2,"Robertson, Deven",20y 358d,22 (13-0-9 59.09%),6 (0.27),←,
5,"Robinson, Mitch",33y 16d,240 (113-1-126 47.29%),124 (0.52),140 (62-0-78 44.29%),66 (0.47)
37,"Starcevich, Brandon",22y 334d,61 (41-0-20 67.21%),5 (0.08),←,
29,"Tunstill, James",18y 340d,1 (0-0-1 0.00%),,←,
Totals,Totals,25y 255d,2462 (1304-4-1154 52.97%),1690 (0.69),,
C,"Fagan, Chris",61y,125 (66-0-59 52.80%),,←,
