Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
32,"Baldwin, Jason",9,6,12,21,1,,,1.0,,,,,,,,,,,,,,,
18,"Blakey, John",7,2,4,11,,1.0,1.0,3.0,,,,,,1.0,,,,,,,,,
17,"Broderick, Paul",11,,10,21,,,,1.0,,,,,,,,,,,,,,,
50,"Caven, Peter",5,1,4,9,1,,,,,,,,1.0,1.0,,,,,,,,,
16,"Cormack, Joe",7,5,5,12,1,1.0,,2.0,,,,,,1.0,,,,,,,,,
2,"Dundas, Matthew",11,5,8,19,1,,,2.0,,,,,2.0,2.0,,,,,,,,,
54,"Elliott, Jamie",10,2,9,19,,,,1.0,,,,,,,,,,,,,,,
49,"Harding, Dean",8,2,6,14,2,2.0,,1.0,,,,,,2.0,,,,,,,,,
21,"Kappler, Darren",16,5,2,18,,,1.0,2.0,,,,,1.0,2.0,,,,,,,,,
19,"Klaebe, Brenton",1,,,1,,,,,,,,,1.0,,,,,,,,,,
11,"Lynch, Alastair",18,10,4,22,,3.0,1.0,1.0,,,,,3.0,1.0,,,,,,,,,
29,"Lyon, Ross",5,1,6,11,1,1.0,,1.0,,,,,2.0,,,,,,,,,,
5,"McCormack, Brendan",6,1,4,10,,1.0,,1.0,,,,,1.0,3.0,,,,,,,,,
25,"OConnell, David",6,7,7,13,,,8.0,,,,,,2.0,3.0,,,,,,,,,
44,"Osborne, Richard",16,2,5,21,1,1.0,,3.0,,,,,,2.0,,,,,,,,,
28,"Paxman, Stephen",6,3,6,12,,,,1.0,,,,,2.0,,,,,,,,,,
1,"Roos, Paul",13,2,6,19,,2.0,1.0,1.0,,,,,2.0,2.0,,,,,,,,,
33,"Stephens, Brett",5,1,9,14,,,,,,,,,,,,,,,,,,,
12,"Wheildon, Darren",12,6,2,14,5,3.0,,1.0,,,,,1.0,4.0,,,,,,,,,
8,"Wynd, Jim",15,1,7,22,,,,1.0,,,,,,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,187,62,116,303,13,16.0,12.0,23.0,,,,,18.0,24.0,,,,,,,,,
Opposition,Opposition,197,70,161,358,21,14.0,26.0,25.0,,,,,24.0,18.0,6.0,,,,,,,,
