Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Kangaroos Games (W-D-L W%),Kangaroos Goals (Ave.)
16,"Brown, Leigh",22y 75d,92 (33-1-58 36.41%),38 (0.41),29 (14-1-14 50.00%),18 (0.62)
25,"Clayton, Jeremy",23y 89d,8 (4-0-4 50.00%),6 (0.75),←,
2,"Colbert, Leigh",28y 336d,177 (100-2-75 57.06%),63 (0.36),72 (38-1-33 53.47%),13 (0.18)
24,"Firrito, Michael",20y 163d,9 (4-0-5 44.44%),2 (0.22),←,
6,"Grant, Shannon",27y 19d,199 (115-2-82 58.29%),219 (1.10),141 (83-1-57 59.22%),181 (1.28)
31,"Hale, David",19y 352d,7 (1-0-6 14.29%),2 (0.29),←,
39,"Harding, Leigh",23y 12d,44 (22-1-21 51.14%),68 (1.55),←,
4,"Harris, Daniel",21y 364d,32 (16-1-15 51.56%),10 (0.31),←,
29,"Harvey, Brent",25y 360d,157 (94-1-62 60.19%),188 (1.20),←,
21,"Jones, Corey",23y 72d,45 (20-0-25 44.44%),47 (1.04),←,
34,"King, David",32y 62d,226 (138-1-87 61.28%),139 (0.62),←,
35,"Makepeace, Troy",25y 63d,90 (46-1-43 51.67%),22 (0.24),←,
5,"McKernan, Corey",30y 141d,230 (128-0-102 55.65%),300 (1.30),189 (122-0-67 64.55%),240 (1.27)
19,"Motlop, Daniel",22y 53d,29 (10-1-18 36.21%),33 (1.14),←,
20,"Petrie, Drew",21y 206d,48 (22-1-25 46.88%),45 (0.94),←,
17,"Porter, Mark",27y 210d,100 (51-1-48 51.50%),20 (0.20),45 (23-1-21 52.22%),7 (0.16)
3,"Rawlings, Brady",22y 333d,77 (44-0-33 57.14%),32 (0.42),←,
7,"Simpson, Adam",28y 82d,187 (116-1-70 62.30%),64 (0.34),←,
9,"Sinclair, Jess",25y 256d,107 (37-1-69 35.05%),54 (0.50),57 (24-1-32 42.98%),28 (0.49)
10,"Stevens, Anthony",32y 311d,277 (166-1-110 60.11%),124 (0.45),←,
12,"Stevens, Michael",23y 183d,28 (13-0-15 46.43%),4 (0.14),11 (5-0-6 45.45%),1 (0.09)
8,"Wells, Daniel",19y 95d,25 (13-1-11 54.00%),15 (0.60),←,
Totals,Totals,24y 324d,2194 (1193-17-984 54.38%),1495 (0.68),,
C,"Laidley, Dani",37y 42d,29 (14-1-14 50.00%),,←,
