Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Footscray Games (W-D-L W%),Footscray Goals (Ave.)
23,"Atkins, Simon",24y 130d,98 (48-2-48 50.00%),57 (0.58),←,
18,"Cameron, Leon",20y 242d,47 (24-1-22 52.13%),22 (0.47),←,
31,"Darcy, Anthony",21y 41d,2 (0-0-2 0.00%),,1 (0-0-1 0.00%),
26,"Del-Re, Danny",25y 79d,50 (29-1-20 59.00%),119 (2.38),←,
47,"Ellen, Shane",20y 121d,3 (2-0-1 66.67%),,←,
29,"Grant, Chris",20y 140d,61 (34-1-26 56.56%),123 (2.02),←,
7,"Hawkins, Doug",32y 362d,293 (124-4-165 43.00%),206 (0.70),←,
10,"Hunter, Mark",27y 241d,79 (37-2-40 48.10%),2 (0.03),←,
4,"Kellett, Nigel",23y 135d,42 (23-0-19 54.76%),16 (0.38),←,
21,"Kolyniuk, Steven",22y 301d,68 (35-1-32 52.21%),86 (1.26),←,
39,"Liberatore, Tony",27y 80d,89 (51-1-37 57.87%),54 (0.61),←,
27,"Macpherson, Stephen",28y 151d,167 (83-3-81 50.60%),149 (0.89),←,
25,"Mansfield, Matthew",23y 312d,29 (19-0-10 65.52%),5 (0.17),←,
22,"Quill, Peter",23y 252d,2 (1-0-1 50.00%),,←,
2,"Reynolds, Keenan",24y 115d,47 (27-0-20 57.45%),10 (0.21),←,
34,"Sexton, Ben",20y 185d,14 (8-1-5 60.71%),13 (0.93),←,
17,"Standfield, Barry",23y 78d,37 (22-0-15 59.46%),13 (0.35),←,
8,"Toohey, Bernard",30y 73d,250 (129-1-120 51.80%),113 (0.45),27 (19-0-8 70.37%),2 (0.07)
14,"West, Scott",18y 169d,5 (3-0-2 60.00%),8 (1.60),←,
15,"Wynd, Scott",23y 97d,84 (43-1-40 51.79%),11 (0.13),←,
Totals,Totals,24y 37d,1467 (742-19-706 50.58%),1007 (0.69),,
C,"Wheeler, Terry",38y 50d,74 (41-1-32 56.08%),,←,
