Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
2,"Arnott, Simon",13,5,3,16,1,,,3.0,,,,,3.0,,,,,,,,,,
30,"Bayes, Mark",5,4,2,7,2,,,,,,,,,1.0,,,,,,,,,
31,"Carey, Stefan",5,4,4,9,,,6.0,,,,,,,1.0,,,,,,,,,
27,"Chapman, Wade",16,3,2,18,1,1.0,,4.0,,,,,,2.0,,,,,,,,,
41,"Cook, Troy",12,2,6,18,,,,1.0,,,,,3.0,2.0,,,,,,,,,
8,"Cresswell, Daryn",17,5,11,28,,1.0,1.0,4.0,,,,,1.0,2.0,,,,,,,,,
6,"Dunkley, Andrew",3,6,5,8,,,1.0,,,,,,,,,,,,,,,,
9,"Grant, Shannon",5,3,3,8,1,,,2.0,,,,,,,,,,,,,,,
14,"Kelly, Paul",10,4,6,16,1,1.0,,4.0,,,,,1.0,1.0,,,,,,,,,
3,"Lewis, Dale",26,13,4,30,1,2.0,2.0,,,,,,3.0,,3.0,,,,,,,,
4,"Lockett, Tony",6,6,3,9,3,3.0,,,,,,,,,,,,,,,,,
11,"Maxfield, Stuart",16,4,2,18,,,,3.0,,,,,,,,,,,,,,,
17,"Mooney, Jason",6,3,2,8,1,,2.0,2.0,,,,,1.0,3.0,,,,,,,,,
23,"Nicks, Matthew",4,2,5,9,,,,,,,,,,1.0,,,,,,,,,
19,"OLoughlin, Michael",12,7,3,15,,2.0,,,,,,,1.0,1.0,,,,,,,,,
24,"Orchard, Mark",4,1,1,5,,,,1.0,,,,,,1.0,,,,,,,,,
1,"Roos, Paul",14,5,10,24,,,,1.0,,,,,2.0,,2.0,,,,,,,,
7,"Seymour, Brad",9,4,6,15,,,,2.0,,,,,,3.0,,,,,,,,,
15,"Stafford, Greg",9,4,2,11,,,11.0,,,,,,3.0,,,,,,,,,,
20,"Stevens, John",10,2,3,13,,,,2.0,,,,,1.0,1.0,,,,,,,,,
33,"Warfe, Rowan",5,2,4,9,,,,,,,,,1.0,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,207,89,87,294,11,13.0,23.0,29.0,,,,,20.0,19.0,5.0,,,,,,,,
Opposition,Opposition,189,87,129,318,11,12.0,21.0,31.0,,,,,19.0,19.0,1.0,,,,,,,,
