Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Western Bulldogs Games (W-D-L W%),Western Bulldogs Goals (Ave.)
13,"Baker, Oskar",24y 325d,20 (8-0-12 40.00%),7 (0.35),5 (2-0-3 40.00%),3 (0.60)
4,"Bontempelli, Marcus",27y 142d,198 (109-0-89 55.05%),183 (0.92),←,
17,"Bruce, Josh",30y 311d,160 (71-1-88 44.69%),234 (1.46),47 (29-0-18 61.70%),63 (1.34)
31,"Dale, Bailey",26y 267d,113 (61-0-52 53.98%),76 (0.67),←,
35,"Daniel, Caleb",26y 282d,158 (86-0-72 54.43%),38 (0.24),←,
15,"Duryea, Taylor",31y 356d,175 (117-1-57 67.14%),25 (0.14),57 (35-0-22 61.40%),4 (0.07)
44,"English, Tim",25y 248d,90 (49-0-41 54.44%),51 (0.57),←,
29,"Hannan, Mitch",29y 37d,77 (43-0-34 55.84%),75 (0.97),27 (15-0-12 55.56%),20 (0.74)
39,"Johannisen, Jason",30y 158d,180 (92-0-88 51.11%),71 (0.39),←,
32,"Jones, Arthur",19y 271d,3 (2-0-1 66.67%),,←,
19,"Jones, Liam",32y 50d,166 (59-0-107 35.54%),84 (0.51),71 (29-0-42 40.85%),68 (0.96)
21,"Liberatore, Tom",30y 334d,200 (97-0-103 48.50%),76 (0.38),←,
7,"Lobb, Rory",30y 65d,144 (78-2-64 54.86%),146 (1.01),4 (2-0-2 50.00%),3 (0.75)
11,"Macrae, Jack",28y 255d,213 (113-0-100 53.05%),49 (0.23),←,
16,"McLean, Toby",27y 74d,99 (51-0-48 51.52%),62 (0.63),←,
33,"Naughton, Aaron",23y 136d,105 (58-0-47 55.24%),155 (1.48),←,
22,"OBrien, Tim",29y 18d,109 (57-3-49 53.67%),74 (0.68),12 (6-0-6 50.00%),1 (0.08)
20,"Richards, Ed",23y 286d,90 (46-0-44 51.11%),24 (0.27),←,
28,"Scott, Anthony",28y 46d,40 (25-0-15 62.50%),17 (0.43),←,
1,"Treloar, Adam",30y 37d,216 (96-1-119 44.68%),126 (0.58),43 (26-0-17 60.47%),29 (0.67)
2,"Ugle-Hagan, Jamarra",21y 11d,27 (13-0-14 48.15%),31 (1.15),←,
3,"Weightman, Cody",22y 90d,41 (22-0-19 53.66%),69 (1.68),←,
34,"Williams, Bailey",25y 187d,109 (58-0-51 53.21%),20 (0.18),←,
Totals,Totals,27y 78d,2733 (1411-8-1314 51.63%),1693 (0.62),,
C,"Beveridge, Luke",52y 235d,188 (106-0-82 56.38%),,←,
