Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
44,"Bandy, Daniel",18,10,13,31,,1.0,22.0,2.0,1.0,5.0,7.0,2.0,3.0,2.0,2.0,18.0,11.0,3.0,1.0,3.0,,,
7,"Black, Heath",10,2,5,15,,,,,,8.0,1.0,1.0,1.0,2.0,,5.0,10.0,,,,,,
32,"Bond, Chris",7,1,2,9,,,,2.0,4.0,,,,4.0,2.0,,7.0,4.0,,,2.0,,,
22,"Carroll, Trent",5,2,,5,,,,,4.0,,,,1.0,1.0,,2.0,3.0,,,1.0,,,
31,"Clement, James",9,6,3,12,,,,2.0,5.0,,,1.0,1.0,1.0,,6.0,5.0,4.0,,1.0,,,
12,"Dodd, Brad",6,3,2,8,,,,,1.0,1.0,1.0,1.0,,2.0,,1.0,7.0,,1.0,,1.0,,
2,"Fletcher, Adrian",14,2,12,26,,,,2.0,,3.0,10.0,,3.0,1.0,,18.0,10.0,,,1.0,,,
35,"Gale, Mark",11,4,7,18,,1.0,,2.0,1.0,3.0,2.0,1.0,1.0,1.0,,5.0,13.0,,,2.0,,,
3,"Harding, Greg",11,4,7,18,,,,1.0,2.0,1.0,1.0,1.0,2.0,,,6.0,14.0,,,,1.0,,
17,"Holland, Brodie",7,3,5,12,,2.0,,1.0,,4.0,1.0,1.0,1.0,1.0,,5.0,7.0,,,,,,
11,"Kickett, Dale",4,1,3,7,,,,,2.0,1.0,2.0,1.0,,1.0,,5.0,3.0,1.0,,1.0,,,
16,"Michael, Clem",1,1,,1,,,5.0,,,,1.0,,,,,1.0,1.0,,,,,,
6,"Modra, Tony",13,8,1,14,10,2.0,,1.0,,,1.0,,1.0,1.0,3.0,7.0,5.0,4.0,8.0,,,,
25,"Norrish, Jason",15,6,7,22,,1.0,,1.0,5.0,1.0,3.0,,1.0,1.0,,9.0,11.0,,,,2.0,,
10,"OReilly, Stephen",9,3,4,13,3,1.0,,1.0,,3.0,,1.0,1.0,,,8.0,5.0,1.0,3.0,2.0,,,
23,"Parker, Shane",13,7,4,17,,,,,2.0,1.0,,3.0,,1.0,,7.0,10.0,,,,1.0,,
36,"Prescott, Ashley",18,5,3,21,1,,,1.0,3.0,3.0,4.0,,,,,8.0,15.0,,1.0,1.0,,,
33,"Shipp, Andrew",9,3,7,16,3,1.0,,2.0,,2.0,1.0,1.0,1.0,1.0,,5.0,9.0,,2.0,2.0,,,
1,"Toia, Luke",7,3,5,12,,1.0,,2.0,1.0,1.0,,1.0,,,,4.0,9.0,,,2.0,,,
19,"Walker, James",8,2,,8,,,,,3.0,,1.0,1.0,1.0,,,4.0,3.0,,,2.0,,,
26,"Waterhouse, Clive",12,7,6,18,3,,1.0,,,6.0,,1.0,1.0,1.0,1.0,7.0,10.0,1.0,3.0,1.0,1.0,,
29,"Wira, Brad",11,4,1,12,2,,,1.0,1.0,4.0,,1.0,,,,1.0,11.0,,1.0,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,218,87,97,315,22,12.0,28.0,21.0,35.0,47.0,36.0,18.0,23.0,19.0,6.0,139.0,176.0,14.0,20.0,21.0,6.0,,
Opposition,Opposition,175,69,96,271,13,12.0,31.0,30.0,19.0,54.0,45.0,27.0,19.0,23.0,,130.0,141.0,15.0,18.0,22.0,2.0,,
