North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
33,"Allison, Brett",22y 78d,58 (25-1-32 43.97%),54 (0.93),←,
44,"Brayshaw, Mark",24y 188d,14 (10-0-4 71.43%),2 (0.14),←,
22,"Bryce, Paul",22y 31d,46 (21-1-24 46.74%),26 (0.57),←,
14,"Buckley, Ben",23y 44d,46 (17-0-29 36.96%),12 (0.26),←,
18,"Carey, Wayne",19y 77d,22 (12-0-10 54.55%),28 (1.27),←,
30,"Chandler, Jeff",24y 153d,26 (15-1-10 59.62%),3 (0.12),←,
27,"Crocker, Darren",23y 139d,63 (29-1-33 46.83%),43 (0.68),←,
6,"Fairley, Ian",25y 328d,101 (48-2-51 48.51%),136 (1.35),←,
31,"Gallagher, Michael",24y 95d,26 (18-1-7 71.15%),19 (0.73),10 (8-0-2 80.00%),2 (0.20)
29,"German, Peter",25y 191d,123 (59-3-61 49.19%),146 (1.19),←,
34,"Hepburn, Mark",21y 348d,53 (25-1-27 48.11%),29 (0.55),←,
9,"Larkin, Matthew",25y 358d,122 (62-3-57 52.05%),110 (0.90),←,
35,"Longmire, John",19y 224d,46 (18-1-27 40.22%),116 (2.52),←,
4,"Martyn, Mick",21y 346d,51 (22-1-28 44.12%),4 (0.08),←,
16,"McCarthy, John",23y 135d,57 (23-1-33 41.23%),52 (0.91),←,
19,"McRae, Dean",21y 273d,61 (26-1-34 43.44%),19 (0.31),←,
3,"Rock, Anthony",19y 317d,16 (7-0-9 43.75%),10 (0.63),←,
36,"Romero, Jose",19y 11d,28 (13-0-15 46.43%),37 (1.32),←,
24,"Sholl, Craig",22y 225d,18 (10-0-8 55.56%),3 (0.17),←,
15,"Smith, Ross",25y 190d,119 (53-2-64 45.38%),24 (0.20),←,
Totals,Totals,22y 297d,1096 (513-20-563 46.81%),873 (0.80),,
C,"Schimmelbusch, Wayne",37y 205d,19 (10-0-9 52.63%),,←,
