Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
11,"Bennell, Harley",20y 277d,43 (8-0-35 18.60%),48 (1.12),←,
40,"Boston, Andrew",19y 105d,2 (0-0-2 0.00%),,←,
3,"Brennan, Jared",28y 343d,168 (64-3-101 38.99%),98 (0.58),49 (9-0-40 18.37%),23 (0.47)
36,"Broughton, Greg",26y 280d,78 (33-0-45 42.31%),17 (0.22),10 (4-0-6 40.00%),2 (0.20)
30,"Brown, Campbell",29y 312d,200 (82-1-117 41.25%),102 (0.51),41 (7-0-34 17.07%),38 (0.93)
12,"Day, Sam",20y 303d,36 (7-0-29 19.44%),18 (0.50),←,
15,"Gorringe, Daniel",21y 34d,13 (2-0-11 15.38%),4 (0.31),←,
33,"Hall, Aaron",22y 239d,22 (7-0-15 31.82%),25 (1.14),←,
5,"Harbrow, Jarrod",24y 353d,119 (51-1-67 43.28%),34 (0.29),49 (11-0-38 22.45%),13 (0.27)
17,"May, Steven",21y 177d,27 (6-0-21 22.22%),15 (0.56),←,
18,"McKenzie, Trent",21y 94d,49 (10-0-39 20.41%),18 (0.37),←,
29,"Murphy, Tom",27y 109d,107 (59-1-47 55.61%),5 (0.05),12 (4-0-8 33.33%),
22,"Nicholls, Tom",21y 124d,6 (1-0-5 16.67%),2 (0.33),←,
1,"OMeara, Jaeger",19y 133d,14 (5-0-9 35.71%),9 (0.64),←,
10,"Prestia, Dion",20y 267d,44 (7-0-37 15.91%),9 (0.20),←,
8,"Russell, Luke",21y 163d,35 (4-0-31 11.43%),17 (0.49),←,
26,"Shaw, Matt",21y 151d,48 (10-0-38 20.83%),18 (0.38),←,
25,"Stanley, Danny",25y 138d,50 (11-0-39 22.00%),23 (0.46),45 (10-0-35 22.22%),23 (0.51)
39,"Sumner, Timmy",18y 270d,5 (1-0-4 20.00%),,←,
24,"Swallow, David",20y 229d,47 (10-0-37 21.28%),20 (0.43),←,
16,"Thompson, Rory",22y 116d,27 (6-0-21 22.22%),5 (0.19),←,
38,"Wilkinson, Joel",21y 219d,25 (3-0-22 12.00%),1 (0.04),←,
Totals,Totals,22y 235d,1165 (387-6-772 33.22%),488 (0.42),,
C,"McKenna, Guy",44y 56d,58 (11-0-47 18.97%),,←,
