Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
13,"Blumfield, Justin",25y 133d,131 (87-1-43 66.79%),87 (0.66),2 (1-0-1 50.00%),1 (0.50)
11,"Bowden, Joel",24y 289d,129 (65-0-64 50.39%),120 (0.93),←,
15,"Cameron, Leon",30y 216d,237 (126-3-108 53.80%),96 (0.41),65 (33-0-32 50.77%),28 (0.43)
9,"Campbell, Wayne",30y 195d,249 (115-1-133 46.39%),153 (0.61),←,
6,"Chaffey, Mark",25y 335d,103 (49-0-54 47.57%),23 (0.22),←,
24,"Coughlan, Mark",20y 351d,23 (8-0-15 34.78%),10 (0.43),←,
14,"Fiora, Aaron",21y 352d,42 (23-0-19 54.76%),13 (0.31),←,
2,"Gaspar, Darren",26y 321d,167 (76-0-91 45.51%),16 (0.10),146 (69-0-77 47.26%),15 (0.10)
20,"Hall, Ray",22y 161d,40 (19-0-21 47.50%),21 (0.52),←,
1,"Hilton, Rory",23y 356d,60 (29-0-31 48.33%),43 (0.72),51 (26-0-25 50.98%),40 (0.78)
44,"Houlihan, Adam",25y,76 (39-1-36 51.97%),83 (1.09),15 (5-0-10 33.33%),8 (0.53)
28,"Johnson, Kane",25y 22d,106 (56-0-50 52.83%),44 (0.42),2 (1-0-1 50.00%),
39,"Kellaway, Andrew",27y 134d,105 (51-0-54 48.57%),20 (0.19),←,
21,"King, Clinton",25y 13d,81 (37-0-44 45.68%),23 (0.28),50 (27-0-23 54.00%),10 (0.20)
35,"Newman, Chris",20y 323d,15 (4-0-11 26.67%),,←,
8,"Pettifer, Kayne",21y 74d,18 (9-0-9 50.00%),16 (0.89),←,
12,"Richardson, Matthew",28y 18d,159 (77-0-82 48.43%),484 (3.04),←,
18,"Rodan, David",19y 180d,24 (8-0-16 33.33%),19 (0.79),←,
4,"Rogers, Matthew",29y 132d,181 (96-1-84 53.31%),159 (0.88),←,
10,"Stafford, Greg",28y 222d,148 (69-1-78 46.96%),86 (0.58),18 (7-0-11 38.89%),28 (1.56)
32,"Tivendale, Greg",23y 352d,83 (39-0-44 46.99%),64 (0.77),←,
36,"Zantuck, Ty",21y 50d,34 (12-0-22 35.29%),7 (0.21),←,
Totals,Totals,24y 342d,2211 (1094-8-1109 49.48%),1587 (0.72),,
C,"Frawley, Danny",39y 210d,71 (35-0-36 49.30%),,←,
