Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
3,"Bizzell, Clint",29y 18d,149 (65-1-83 43.96%),79 (0.53),74 (33-0-41 44.59%),7 (0.09)
25,"Brown, Nathan",28y 336d,112 (55-0-57 49.11%),29 (0.26),←,
32,"Bruce, Cameron",25y 289d,119 (61-0-58 51.26%),151 (1.27),←,
41,"Carroll, Nathan",24y 269d,12 (2-0-10 16.67%),,←,
36,"Davey, Aaron",22y 36d,35 (21-0-14 60.00%),50 (1.43),←,
35,"Ferguson, Ryan",23y 290d,30 (14-0-16 46.67%),2 (0.07),←,
18,"Green, Brad",24y 125d,120 (62-0-58 51.67%),178 (1.48),←,
4,"Holland, Ben",28y 67d,156 (80-0-76 51.28%),160 (1.03),31 (18-0-13 58.06%),36 (1.16)
16,"Johnstone, Travis",24y 364d,117 (57-0-60 48.72%),91 (0.78),←,
23,"McDonald, James",28y 284d,148 (71-0-77 47.97%),39 (0.26),←,
22,"Moloney, Brent",21y 169d,37 (20-1-16 55.41%),7 (0.19),14 (8-0-6 57.14%),1 (0.07)
9,"Neitz, David",30y 175d,260 (122-0-138 46.92%),531 (2.04),←,
28,"Read, Phillip",25y 269d,98 (47-2-49 48.98%),31 (0.32),24 (14-0-10 58.33%),7 (0.29)
27,"Rivers, Jared",20y 271d,38 (19-0-19 50.00%),,←,
24,"Robertson, Russell",26y 234d,160 (79-0-81 49.38%),266 (1.66),←,
12,"Sylvia, Colin",19y 250d,18 (10-0-8 55.56%),9 (0.50),←,
10,"Ward, Daniel",28y 7d,99 (38-0-61 38.38%),25 (0.25),←,
31,"Wheatley, Paul",24y 95d,86 (47-0-39 54.65%),23 (0.27),←,
45,"Whelan, Matthew",25y 245d,99 (49-0-50 49.49%),10 (0.10),←,
34,"White, Jeff",28y 147d,200 (98-0-102 49.00%),85 (0.43),168 (85-0-83 50.60%),67 (0.40)
26,"Williams, Luke",25y 199d,51 (19-0-32 37.25%),10 (0.20),←,
13,"Yze, Adem",27y 298d,226 (103-0-123 45.58%),186 (0.82),←,
Totals,Totals,25y 251d,2370 (1139-4-1227 48.06%),1962 (0.83),,
C,"Daniher, Neale",44y 151d,179 (89-0-90 49.72%),,←,
