Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Essendon Games (W-D-L W%),Essendon Goals (Ave.)
44,"Bellchambers, Tom",19y 303d,4 (1-0-3 25.00%),1 (0.25),←,
29,"Davey, Alwyn",24y 358d,26 (14-0-12 53.85%),24 (0.92),←,
15,"Dempsey, Courtenay",21y 253d,17 (5-0-12 29.41%),7 (0.41),←,
2,"Dyson, Ricky",23y 222d,71 (26-1-44 37.32%),33 (0.46),←,
39,"Hocking, Heath",21y 132d,10 (5-0-5 50.00%),3 (0.30),←,
26,"Hooker, Cale",20y 207d,4 (1-0-3 25.00%),,←,
43,"Houli, Bachar",20y 361d,16 (6-0-10 37.50%),7 (0.44),←,
18,"Lloyd, Matthew",31y 22d,259 (150-2-107 58.30%),904 (3.49),←,
14,"Lonergan, Sam",22y 43d,24 (10-0-14 41.67%),12 (0.50),←,
42,"Lovett-Murray, Nathan",26y 171d,88 (31-0-57 35.23%),51 (0.58),←,
13,"Lovett, Andrew",26y 178d,73 (24-1-48 33.56%),79 (1.08),←,
33,"McPhee, Adam",26y 214d,152 (60-0-92 39.47%),82 (0.54),127 (54-0-73 42.52%),73 (0.57)
6,"Monfries, Angus",22y 109d,79 (27-1-51 34.81%),72 (0.91),←,
23,"Myers, David",19y 312d,13 (7-0-6 53.85%),1 (0.08),←,
1,"Neagle, Jay",21y 111d,10 (4-0-6 40.00%),14 (1.40),←,
16,"Pears, Tayte",19y 45d,12 (4-0-8 33.33%),3 (0.25),←,
30,"Ryder, Paddy",21y 55d,59 (23-1-35 39.83%),14 (0.24),←,
20,"Slattery, Henry",23y 106d,59 (23-1-35 39.83%),10 (0.17),←,
5,"Stanton, Brent",23y 7d,105 (38-1-66 36.67%),67 (0.64),←,
4,"Watson, Jobe",24y 89d,79 (31-1-47 39.87%),25 (0.32),←,
8,"Winderlich, Jason",24y 210d,63 (23-0-40 36.51%),27 (0.43),←,
11,"Zaharakis, David",19y 76d,6 (4-0-2 66.67%),4 (0.67),←,
Totals,Totals,22y 329d,1229 (517-9-703 42.07%),1440 (1.17),,
C,"Knights, Matthew",38y 215d,29 (12-0-17 41.38%),,←,
