Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Hawthorn Games (W-D-L W%),Hawthorn Goals (Ave.)
33,"Barlow, Kris",26y 17d,11 (4-0-7 36.36%),7 (0.64),←,
17,"Chick, Daniel",23y 172d,79 (32-2-45 41.77%),93 (1.18),←,
23,"Collica, Michael",22y 23d,18 (6-1-11 36.11%),2 (0.11),←,
9,"Crawford, Shane",24y 326d,132 (60-2-70 46.21%),93 (0.70),←,
24,"Croad, Trent",19y 145d,34 (13-1-20 39.71%),16 (0.47),←,
19,"Dixon, Ben",22y 48d,44 (20-1-23 46.59%),57 (1.30),←,
5,"Harford, Daniel",22y 135d,91 (36-1-54 40.11%),36 (0.40),←,
3,"Hay, Jonathan",19y 353d,39 (11-1-27 29.49%),3 (0.08),←,
2,"Holland, Nick",25y 3d,94 (37-2-55 40.43%),124 (1.32),←,
37,"Lekkas, Angelo",23y 33d,65 (23-1-41 36.15%),15 (0.23),←,
15,"Lord, Aaron",24y 11d,93 (44-2-47 48.39%),104 (1.12),61 (21-1-39 35.25%),85 (1.39)
7,"McCabe, Luke",22y 356d,68 (28-1-39 41.91%),4 (0.06),←,
20,"Rawlings, Jade",21y 296d,24 (7-0-17 29.17%),14 (0.58),←,
10,"Robran, Jonathon",26y 284d,71 (29-1-41 41.55%),5 (0.07),←,
32,"Rock, Anthony",28y 306d,189 (112-1-76 59.52%),142 (0.75),11 (4-1-6 40.91%),4 (0.36)
11,"Smith, Joel",22y 90d,71 (34-1-36 48.59%),56 (0.79),13 (5-1-7 42.31%),5 (0.38)
29,"Tallis, Rayden",24y 53d,67 (25-0-42 37.31%),12 (0.18),←,
6,"Taylor, Richard",26y 18d,92 (37-2-53 41.30%),37 (0.40),←,
16,"Thompson, Nathan",21y 168d,16 (6-1-9 40.63%),14 (0.88),←,
8,"Treleven, Craig",29y 48d,70 (29-1-40 42.14%),18 (0.26),←,
22,"Turvey, Nathan",21y 288d,9 (4-0-5 44.44%),,←,
30,"Woods, Tony",30y 30d,131 (53-2-76 41.22%),27 (0.21),100 (37-2-61 38.00%),17 (0.17)
Totals,Totals,23y 361d,1508 (650-24-834 43.10%),879 (0.58),,
C,"Judge, Ken",41y 198d,85 (33-2-50 40.00%),,←,
