Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
1,"Ballantyne, Hayden",30y 20d,148 (86-1-61 58.45%),229 (1.55),←,
36,"Cox, Brennan",18y 357d,7 (2-0-5 28.57%),2 (0.29),←,
17,"Crozier, Hayden",23y 224d,67 (31-0-36 46.27%),41 (0.61),←,
7,"Fyfe, Nat",25y 321d,135 (80-1-54 59.63%),118 (0.87),←,
28,"Grey, Brady",22y 16d,17 (8-0-9 47.06%),10 (0.59),←,
12,"Griffin, Jonathon",31y 203d,96 (44-0-52 45.83%),34 (0.35),55 (23-0-32 41.82%),27 (0.49)
21,"Hamling, Joel",24y 118d,42 (24-0-18 57.14%),,19 (8-0-11 42.11%),
9,"Hill, Bradley",24y 27d,114 (82-0-32 71.93%),71 (0.62),19 (8-0-11 42.11%),13 (0.68)
32,"Hill, Stephen",27y 96d,187 (99-0-88 52.94%),108 (0.58),←,
15,"Hughes, Ethan",22y 241d,21 (8-0-13 38.10%),1 (0.05),←,
37,"Johnson, Michael",32y 289d,228 (123-1-104 54.17%),65 (0.29),←,
22,"Kersten, Shane",24y 143d,55 (36-0-19 65.45%),65 (1.18),18 (8-0-10 44.44%),24 (1.33)
2,"Logue, Griffin",19y 114d,11 (5-0-6 45.45%),1 (0.09),←,
23,"McCarthy, Cam",22y 126d,38 (19-0-19 50.00%),59 (1.55),17 (7-0-10 41.18%),23 (1.35)
16,"Mundy, David",32y 16d,269 (143-1-125 53.35%),109 (0.41),←,
27,"Neale, Lachie",24y 73d,111 (57-0-54 51.35%),57 (0.51),←,
6,"Pearce, Danyle",31y 120d,254 (118-2-134 46.85%),126 (0.50),100 (59-1-40 59.50%),50 (0.50)
38,"Ryan, Luke",21y 180d,8 (2-0-6 25.00%),,←,
8,"Suban, Nick",27y 88d,153 (80-1-72 52.61%),60 (0.39),←,
33,"Sutcliffe, Cam",25y 74d,97 (58-1-38 60.31%),16 (0.16),←,
18,"Tucker, Darcy",20y 194d,28 (9-0-19 32.14%),11 (0.39),←,
14,"Weller, Lachie",21y 163d,44 (14-0-30 31.82%),17 (0.39),←,
Totals,Totals,25y 46d,2130 (1128-8-994 52.96%),1200 (0.56),,
C,"Lyon, Ross",50y 270d,259 (155-5-99 60.81%),,138 (79-1-58 57.61%),
