Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
23,"Clarkson, Alastair",7.0,2.0,1.0,8.0,1.0,,,1.0,,,,,1.0,1.0,,,,,,,,,
33,"Farmer, Jeff",6.0,2.0,3.0,9.0,,1.0,,2.0,,,,,,,,,,,,,,,
20,"Febey, Matthew",10.0,4.0,3.0,13.0,,,,4.0,,,,,2.0,1.0,,,,,,,,,
15,"Hopgood, Paul",7.0,3.0,7.0,14.0,,,,,,,,,,2.0,,,,,,,,,
27,"Ingerson, Anthony",4.0,2.0,1.0,5.0,,,,,,,,,1.0,2.0,,,,,,,,,
34,"Irving, Dean",,,,,,,2.0,,,,,,,1.0,,,,,,,,,
7,"Kowal, Darren",11.0,4.0,2.0,13.0,,,,4.0,,,,,2.0,2.0,,,,,,,,,
17,"Lovett, Brett",13.0,,10.0,23.0,1.0,,1.0,1.0,,,,,,2.0,,,,,,,,,
28,"Molloy, Glenn",3.0,2.0,5.0,8.0,,,,1.0,,,,,1.0,1.0,,,,,,,,,
9,"Neitz, David",5.0,4.0,,5.0,1.0,3.0,,2.0,,,,,1.0,4.0,,,,,,,,,
18,"Nettelbeck, Craig",10.0,5.0,2.0,12.0,,2.0,1.0,,,,,,2.0,,,,,,,,,,
38,"OBrien, Darren",3.0,2.0,5.0,8.0,,,,1.0,,,,,,,,,,,,,,,
4,"Obst, Andrew",8.0,2.0,10.0,18.0,,1.0,1.0,1.0,,,,,2.0,2.0,,,,,,,,,
19,"Prymke, Paul",10.0,4.0,9.0,19.0,,,2.0,1.0,,,,,3.0,1.0,,,,,,,,,
10,"Seecamp, Marcus",6.0,4.0,3.0,9.0,,,,1.0,,,,,,1.0,,,,,,,,,
29,"Smith, Shaun",7.0,3.0,1.0,8.0,2.0,1.0,,2.0,,,,,2.0,2.0,,,,,,,,,
11,"Stynes, Jim",13.0,8.0,10.0,23.0,,1.0,26.0,2.0,,,,,1.0,2.0,,,,,,,,,
2,"Tingay, Stephen",13.0,2.0,6.0,19.0,,,,2.0,,,,,2.0,2.0,,,,,,,,,
8,"Turley, Craig",16.0,5.0,9.0,25.0,3.0,1.0,,2.0,,,,,4.0,,1.0,,,,,,,,
12,"Viney, Todd",9.0,4.0,9.0,18.0,,,,3.0,,,,,4.0,,,,,,,,,,
13,"Yze, Adem",5.0,3.0,2.0,7.0,,1.0,,,,,,,2.0,1.0,,,,,,,,,
Totals,Totals,166.0,65.0,98.0,264.0,8.0,11.0,33.0,30.0,,,,,30.0,27.0,1.0,,,,,,,,
Opposition,Opposition,192.0,70.0,96.0,288.0,13.0,18.0,27.0,31.0,,,,,27.0,30.0,5.0,,,,,,,,
