Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
5,"Buckley, Nathan",16,11,5,21,4,3.0,,1.0,,7.0,1.0,4.0,,1.0,,9.0,12.0,2.0,6.0,,,2.0,100.0
17,"Burns, Scott",8,8,13,21,,1.0,,2.0,1.0,2.0,3.0,4.0,3.0,1.0,,10.0,12.0,2.0,,,,,79.0
8,"Clement, James",6,3,4,10,,,,4.0,9.0,,,,,,,2.0,6.0,,,1.0,3.0,,100.0
34,"Cloke, Jason",5,3,1,6,,,8.0,1.0,,1.0,2.0,1.0,1.0,1.0,,4.0,2.0,1.0,,3.0,,,41.0
32,"Cloke, Travis",4,3,,4,,,,1.0,,3.0,,2.0,,,,,4.0,,,2.0,,,53.0
41,"Davies, Ben",8,4,8,16,,,,1.0,2.0,2.0,2.0,3.0,1.0,1.0,,7.0,10.0,,,1.0,2.0,,72.0
1,"Davis, Leon",16,4,5,21,1,,,2.0,,10.0,1.0,3.0,,,,10.0,11.0,,,1.0,2.0,1.0,96.0
15,"Egan, Chris",4,,2,6,1,,2.0,,1.0,2.0,,1.0,1.0,,,4.0,2.0,,,3.0,,,78.0
45,"Fanning, David",4,,1,5,1,,12.0,,1.0,,3.0,3.0,1.0,3.0,,3.0,,,,1.0,,,65.0
6,"Holland, Brodie",17,6,7,24,,,,3.0,3.0,4.0,4.0,1.0,1.0,1.0,,5.0,19.0,,,2.0,1.0,1.0,91.0
18,"Licuria, Paul",10,7,5,15,,2.0,,3.0,1.0,2.0,1.0,2.0,1.0,,,4.0,10.0,1.0,2.0,,,,91.0
24,"Lockyer, Tarkyn",12,6,7,19,4,1.0,,3.0,1.0,,2.0,4.0,3.0,1.0,,8.0,10.0,,2.0,2.0,,,79.0
29,"Lokan, Matthew",4,1,3,7,,1.0,,1.0,,2.0,1.0,1.0,,,,4.0,3.0,,,,,,44.0
43,"Lumumba, Heritier",7,4,4,11,,,,3.0,3.0,2.0,1.0,4.0,1.0,1.0,,7.0,4.0,2.0,,11.0,2.0,,100.0
27,"Maxwell, Nick",8,5,2,10,2,,,3.0,1.0,5.0,,1.0,1.0,1.0,,4.0,6.0,1.0,2.0,3.0,1.0,1.0,93.0
7,"Morrison, Chad",7,4,10,17,,,,5.0,2.0,4.0,3.0,2.0,,1.0,,5.0,12.0,,1.0,3.0,,1.0,100.0
11,"OBree, Shane",5,1,4,9,,,,,,2.0,2.0,3.0,,1.0,,4.0,5.0,,1.0,2.0,,1.0,50.0
35,"Prestigiacomo, Simon",3,2,2,5,,,,3.0,2.0,,1.0,1.0,,1.0,,1.0,3.0,,,8.0,,,100.0
39,"Shaw, Heath",14,7,2,16,,,,3.0,5.0,2.0,,2.0,,,,1.0,15.0,,,,1.0,,92.0
36,"Swan, Dane",6,2,5,11,1,,,3.0,1.0,1.0,1.0,1.0,1.0,,,5.0,6.0,1.0,,,,,75.0
14,"Wakelin, Shane",15,9,5,20,,,,3.0,7.0,,,,2.0,,,8.0,11.0,1.0,,13.0,4.0,,100.0
2,"Woewodin, Shane",10,3,3,13,,,,2.0,2.0,,2.0,2.0,,1.0,,4.0,8.0,1.0,,2.0,1.0,,100.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,189,93,98,287,14,10.0,22.0,47.0,42.0,51.0,30.0,45.0,17.0,15.0,,109.0,171.0,12.0,14.0,58.0,17.0,7.0,
Opposition,Opposition,214,97,116,330,19,15.0,41.0,33.0,34.0,59.0,39.0,36.0,15.0,17.0,6.0,143.0,181.0,20.0,14.0,40.0,10.0,7.0,
