Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
7,"Adcock, Jed",23y 133d,76 (32-2-42 43.42%),23 (0.30),←,
36,"Bradshaw, Daniel",30y 127d,202 (114-2-86 56.93%),441 (2.18),199 (111-2-86 56.28%),441 (2.22)
16,"Brown, Jonathan",27y 150d,161 (103-2-56 64.60%),341 (2.12),←,
19,"Charman, Jamie",26y 255d,127 (74-3-50 59.45%),55 (0.43),←,
1,"Clark, Mitch",21y 160d,23 (9-1-13 41.30%),18 (0.78),←,
22,"Collier, Tom",20y 3d,7 (3-0-4 42.86%),1 (0.14),←,
34,"Dalziell, Bradd",22y 13d,8 (3-0-5 37.50%),1 (0.13),←,
39,"Drummond, Josh",25y 343d,46 (21-1-24 46.74%),22 (0.48),←,
5,"Harding, Scott",22y 282d,34 (17-2-15 52.94%),9 (0.26),←,
33,"Hooper, Rhan",21y 78d,40 (19-1-20 48.75%),40 (1.00),←,
4,"Johnstone, Travis",28y 254d,179 (88-1-90 49.44%),130 (0.73),19 (10-0-9 52.63%),19 (1.00)
23,"Leuenberger, Matthew",20y 294d,20 (10-1-9 52.50%),3 (0.15),←,
26,"Macdonald, Joel",24y 169d,59 (33-0-26 55.93%),6 (0.10),←,
9,"McGrath, Ashley",25y 312d,114 (63-1-50 55.70%),100 (0.88),←,
21,"Merrett, Daniel",24y 106d,69 (29-2-38 43.48%),16 (0.23),←,
24,"Patfull, Joel",24y 111d,59 (25-2-32 44.07%),19 (0.32),←,
6,"Power, Luke",29y 79d,218 (128-2-88 59.17%),192 (0.88),←,
10,"Rich, Daniel",18y 294d,1 (1-0-0 100.00%),,←,
35,"Rischitelli, Michael",23y 79d,66 (29-2-35 45.45%),28 (0.42),←,
28,"Selwood, Troy",24y 331d,61 (26-1-34 43.44%),8 (0.13),←,
11,"Sherman, Justin",22y 61d,74 (29-2-43 40.54%),43 (0.58),←,
32,"Stiller, Cheynee",22y 329d,46 (17-2-27 39.13%),12 (0.26),←,
Totals,Totals,24y 47d,1690 (873-30-787 51.66%),1508 (0.89),,
C,"Voss, Michael",33y 264d,1 (1-0-0 100.00%),,←,
