Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Footscray Games (W-D-L W%),Footscray Goals (Ave.)
18,"Cameron, Leon",23y 260d,110 (56-2-52 51.82%),47 (0.43),←,
21,"Campbell, Tony",28y 280d,112 (61-0-51 54.46%),64 (0.57),37 (22-0-15 59.46%),3 (0.08)
11,"Curley, Todd",23y 126d,11 (3-1-7 31.82%),12 (1.09),8 (1-1-6 18.75%),11 (1.38)
14,"Darcy, Luke",20y 312d,11 (2-1-8 22.73%),5 (0.45),←,
3,"Grant, Chris",23y 158d,130 (66-3-61 51.92%),266 (2.05),←,
37,"Hargraves, Daniel",20y 116d,20 (9-0-11 45.00%),28 (1.40),←,
6,"Johnson, Brad",19y 306d,38 (15-2-21 42.11%),21 (0.55),←,
2,"Kolyniuk, Steven",25y 319d,112 (56-1-55 50.45%),124 (1.11),←,
35,"Kretiuk, Steven",23y 320d,51 (29-1-21 57.84%),9 (0.18),←,
39,"Liberatore, Tony",30y 98d,159 (84-3-72 53.77%),77 (0.48),←,
9,"Nicholson, Brad",21y 350d,34 (15-2-17 47.06%),1 (0.03),←,
44,"Osborne, Richard",31y 338d,252 (104-2-146 41.67%),545 (2.16),49 (23-2-24 48.98%),95 (1.94)
22,"Quill, Peter",26y 270d,50 (27-2-21 56.00%),17 (0.34),←,
36,"Romero, Jose",24y 292d,113 (58-1-54 51.77%),112 (0.99),24 (9-1-14 39.58%),14 (0.58)
5,"Smith, Rohan",22y 354d,61 (31-2-28 52.46%),26 (0.43),←,
8,"Southern, Daniel",21y 139d,40 (19-1-20 48.75%),8 (0.20),←,
24,"Wallis, Stephen",31y 205d,247 (126-4-117 51.82%),57 (0.23),←,
25,"Watts, Jason",24y 295d,38 (18-1-19 48.68%),21 (0.55),←,
7,"West, Scott",21y 187d,68 (33-1-34 49.26%),36 (0.53),←,
45,"Wira, Brad",24y 64d,8 (1-1-6 18.75%),,7 (1-1-5 21.43%),
15,"Wynd, Scott",26y 115d,134 (65-3-66 49.63%),24 (0.18),←,
Totals,Totals,24y 251d,1799 (878-34-887 48.80%),1500 (0.83),,
C,"Joyce, Alan",53y 211d,146 (91-2-53 63.01%),,53 (24-2-27 47.17%),
