Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),GWS Games (W-D-L W%),GWS Goals (Ave.)
7,"Ash, Lachie",19y 79d,12 (7-0-5 58.33%),1 (0.08),←,
5,"Caldwell, Jye",19y 346d,11 (3-0-8 27.27%),1 (0.09),←,
18,"Cameron, Jeremy",27y 160d,169 (77-3-89 46.45%),426 (2.52),←,
3,"Coniglio, Stephen",26y 268d,148 (70-1-77 47.64%),83 (0.56),←,
35,"Corr, Aidan",26y 114d,98 (47-3-48 49.49%),2 (0.02),←,
24,"de Boer, Matt",30y 182d,199 (116-4-79 59.30%),75 (0.38),61 (38-3-20 64.75%),27 (0.44)
31,"Finlayson, Jeremy",24y 212d,51 (29-2-20 58.82%),66 (1.29),←,
4,"Greene, Toby",26y 349d,156 (72-1-83 46.47%),182 (1.17),←,
9,"Hately, Jackson",19y 323d,13 (5-0-8 38.46%),2 (0.15),←,
19,"Haynes, Nick",28y 113d,143 (71-3-69 50.70%),9 (0.06),←,
37,"Hill, Bobby",20y 212d,13 (7-0-6 53.85%),11 (0.85),←,
27,"Himmelberg, Harry",24y 123d,80 (50-1-29 63.13%),91 (1.14),←,
2,"Hopper, Jacob",23y 215d,82 (51-1-30 62.80%),30 (0.37),←,
10,"Jacobs, Sam",32y 151d,208 (114-1-93 55.05%),50 (0.24),7 (3-0-4 42.86%),2 (0.29)
25,"Keeffe, Lachlan",30y 147d,69 (40-0-29 57.97%),14 (0.20),29 (15-0-14 51.72%),7 (0.24)
40,"Kennedy, Adam",28y 58d,120 (48-0-72 40.00%),12 (0.10),←,
38,"Lloyd, Daniel",28y 203d,49 (28-3-18 60.20%),35 (0.71),←,
50,"Reid, Sam",30y 306d,91 (51-3-37 57.69%),29 (0.32),81 (45-3-33 57.41%),28 (0.35)
26,"Riccardi, Jake",20y 306d,4 (2-0-2 50.00%),8 (2.00),←,
23,"Shaw, Heath",34y 286d,323 (196-5-122 61.46%),42 (0.13),150 (86-3-61 58.33%),5 (0.03)
14,"Taranto, Tim",22y 224d,72 (44-1-27 61.81%),28 (0.39),←,
6,"Whitfield, Lachie",26y 52d,148 (73-3-72 50.34%),61 (0.41),←,
Totals,Totals,26y 19d,2259 (1201-35-1023 53.17%),1258 (0.56),,
C,"Cameron, Leon",48y 6d,158 (87-3-68 56.01%),,←,
